id,task,dataset,n,p,dataset_seed,category,method,method_seed,HPs,time,success,R2,R2train
reg_6_436_34_6_GBDT_LGBM_0_nohp,reg,6,436,34,6,GBDT,LGBM,0,nohp,0.028830289840698242,True,0.587747018031246,0.903222459154885
reg_6_436_34_6_mlrnet_mlrnetfast_0_nohp,reg,6,436,34,6,mlrnet,mlrnetfast,0,nohp,1.0384926795959473,True,0.47097250778481103,0.7928054287554694
reg_6_436_34_6_NN_regularnetfast_0_nohp,reg,6,436,34,6,NN,regularnetfast,0,nohp,0.9681546688079834,True,0.48701520266523746,0.8145646573752283
reg_6_436_34_7_Baseline_Intercept_0_nohp,reg,6,436,34,7,Baseline,Intercept,0,nohp,0.0006794929504394531,True,-0.007720018487167968,0.0
reg_6_436_34_7_GLM_Ridge_0_nohp,reg,6,436,34,7,GLM,Ridge,0,nohp,0.002077817916870117,True,0.47126449676027105,0.5145152041301353
reg_6_436_34_7_GLM_Lasso_0_nohp,reg,6,436,34,7,GLM,Lasso,0,nohp,0.04743361473083496,True,0.47249284313489515,0.507477234229708
reg_6_436_34_7_GLM_Enet_0_nohp,reg,6,436,34,7,GLM,Enet,0,nohp,0.04816007614135742,True,0.4704399397346719,0.5085880899335946
reg_6_436_34_7_TREE_CART_0_nohp,reg,6,436,34,7,TREE,CART,0,nohp,0.003757953643798828,True,0.053766319585776934,0.9998826975084019
reg_6_436_34_7_RF_XRF_0_nohp,reg,6,436,34,7,RF,XRF,0,nohp,0.1762528419494629,True,0.4211660491562813,0.9998826975084019
reg_6_436_34_7_GBDT_xgb_sklearn_0_nohp,reg,6,436,34,7,GBDT,xgb_sklearn,0,nohp,0.0811774730682373,True,0.4166181229999598,0.8634913319088912
reg_6_436_34_7_SVM_Kernel_0_nohp,reg,6,436,34,7,SVM,Kernel,0,nohp,0.00394129753112793,True,0.4875459569548457,0.5178808317425814
reg_6_436_34_7_SVM_NuSVM_0_nohp,reg,6,436,34,7,SVM,NuSVM,0,nohp,0.02118515968322754,True,0.48398357145596804,0.6384536712027117
reg_6_436_34_7_NN_MLP_sklearn_0_nohp,reg,6,436,34,7,NN,MLP_sklearn,0,nohp,0.37198781967163086,True,0.40120931295466133,0.7898167277825416
reg_6_436_34_7_RF_RF_0_nohp,reg,6,436,34,7,RF,RF,0,nohp,0.2320878505706787,True,0.42349686564916866,0.9390494027782539
reg_6_436_34_7_MARS_MARS_0_nohp,reg,6,436,34,7,MARS,MARS,0,nohp,0.48767876625061035,True,0.4635125352942293,0.5710521673925237
reg_6_436_34_7_GBDT_XGBoost_0_nohp,reg,6,436,34,7,GBDT,XGBoost,0,nohp,0.10936212539672852,True,0.36295914950983554,0.9993175956241345
reg_6_436_34_7_GBDT_LGBM_0_nohp,reg,6,436,34,7,GBDT,LGBM,0,nohp,0.028692007064819336,True,0.41431776665054165,0.909484596379892
reg_6_436_34_7_mlrnet_mlrnetfast_0_nohp,reg,6,436,34,7,mlrnet,mlrnetfast,0,nohp,1.0355243682861328,True,0.46768393934375174,0.7014949333731642
reg_6_436_34_7_NN_regularnetfast_0_nohp,reg,6,436,34,7,NN,regularnetfast,0,nohp,0.9569275379180908,True,0.4184330649102972,0.8443126002196639
reg_6_436_34_8_Baseline_Intercept_0_nohp,reg,6,436,34,8,Baseline,Intercept,0,nohp,0.0006527900695800781,True,-0.0003597625387421477,0.0
reg_6_436_34_8_GLM_Ridge_0_nohp,reg,6,436,34,8,GLM,Ridge,0,nohp,0.0018181800842285156,True,0.4922811707194583,0.5016592180116249
reg_6_436_34_8_GLM_Lasso_0_nohp,reg,6,436,34,8,GLM,Lasso,0,nohp,0.04580116271972656,True,0.528704524203131,0.4879188623164533
reg_6_436_34_8_GLM_Enet_0_nohp,reg,6,436,34,8,GLM,Enet,0,nohp,0.04752779006958008,True,0.5216085656842497,0.48907347785797317
reg_6_436_34_8_TREE_CART_0_nohp,reg,6,436,34,8,TREE,CART,0,nohp,0.003939390182495117,True,0.05982245675992104,0.9987921573134224
reg_6_436_34_8_RF_XRF_0_nohp,reg,6,436,34,8,RF,XRF,0,nohp,0.17490077018737793,True,0.49501472975174976,0.9987921573134224
reg_6_436_34_8_GBDT_xgb_sklearn_0_nohp,reg,6,436,34,8,GBDT,xgb_sklearn,0,nohp,0.08336591720581055,True,0.529000706922254,0.8565283687108826
reg_6_436_34_8_SVM_Kernel_0_nohp,reg,6,436,34,8,SVM,Kernel,0,nohp,0.004021406173706055,True,0.16805973937129737,0.5053367124303749
reg_6_436_34_8_SVM_NuSVM_0_nohp,reg,6,436,34,8,SVM,NuSVM,0,nohp,0.021639347076416016,True,0.5310207225634944,0.6290590683561964
reg_6_436_34_8_NN_MLP_sklearn_0_nohp,reg,6,436,34,8,NN,MLP_sklearn,0,nohp,0.3396117687225342,True,0.18233053899025853,0.7823714580796699
reg_6_436_34_8_RF_RF_0_nohp,reg,6,436,34,8,RF,RF,0,nohp,0.23637104034423828,True,0.5321192332260513,0.9321830491339765
reg_6_436_34_8_MARS_MARS_0_nohp,reg,6,436,34,8,MARS,MARS,0,nohp,0.9813263416290283,True,0.4536589403722229,0.5391850571463654
reg_6_436_34_8_GBDT_XGBoost_0_nohp,reg,6,436,34,8,GBDT,XGBoost,0,nohp,0.11362910270690918,True,0.43401248094415323,0.9985004029074176
reg_6_436_34_8_GBDT_LGBM_0_nohp,reg,6,436,34,8,GBDT,LGBM,0,nohp,0.028560161590576172,True,0.5097167298451857,0.9045066389559961
reg_6_436_34_8_mlrnet_mlrnetfast_0_nohp,reg,6,436,34,8,mlrnet,mlrnetfast,0,nohp,1.0241248607635498,True,0.441673472564285,0.6790921443774505
reg_6_436_34_8_NN_regularnetfast_0_nohp,reg,6,436,34,8,NN,regularnetfast,0,nohp,0.9205873012542725,True,0.47435114170219383,0.6931201466977894
reg_6_436_34_9_Baseline_Intercept_0_nohp,reg,6,436,34,9,Baseline,Intercept,0,nohp,0.0006613731384277344,True,-0.005132052409357213,0.0
reg_6_436_34_9_GLM_Ridge_0_nohp,reg,6,436,34,9,GLM,Ridge,0,nohp,0.0019426345825195312,True,0.41124377239127774,0.5245475056310418
reg_6_436_34_9_GLM_Lasso_0_nohp,reg,6,436,34,9,GLM,Lasso,0,nohp,0.048758506774902344,True,0.44161245668993265,0.5182782723060733
reg_6_436_34_9_GLM_Enet_0_nohp,reg,6,436,34,9,GLM,Enet,0,nohp,0.048386335372924805,True,0.43559693454800397,0.518298699788459
reg_6_436_34_9_TREE_CART_0_nohp,reg,6,436,34,9,TREE,CART,0,nohp,0.0039196014404296875,True,0.2949318761310461,0.9988904876708231
reg_6_436_34_9_RF_XRF_0_nohp,reg,6,436,34,9,RF,XRF,0,nohp,0.17058801651000977,True,0.4259124401874187,0.9988904876708231
reg_6_436_34_9_GBDT_xgb_sklearn_0_nohp,reg,6,436,34,9,GBDT,xgb_sklearn,0,nohp,0.0811011791229248,True,0.4425280880470387,0.8736665111222821
reg_6_436_34_9_SVM_Kernel_0_nohp,reg,6,436,34,9,SVM,Kernel,0,nohp,0.0039408206939697266,True,0.11640982757148233,0.5290111053413854
reg_6_436_34_9_SVM_NuSVM_0_nohp,reg,6,436,34,9,SVM,NuSVM,0,nohp,0.021607637405395508,True,0.460411735247107,0.6316722862434332
reg_6_436_34_9_NN_MLP_sklearn_0_nohp,reg,6,436,34,9,NN,MLP_sklearn,0,nohp,0.37781357765197754,True,0.21320682173732153,0.7911698620348824
reg_6_436_34_9_RF_RF_0_nohp,reg,6,436,34,9,RF,RF,0,nohp,0.2355794906616211,True,0.43221353735602397,0.9369020220101283
reg_6_436_34_9_MARS_MARS_0_nohp,reg,6,436,34,9,MARS,MARS,0,nohp,0.17381811141967773,True,0.43575236044216437,0.5462019801536777
reg_6_436_34_9_GBDT_XGBoost_0_nohp,reg,6,436,34,9,GBDT,XGBoost,0,nohp,0.10901999473571777,True,0.3469304128249585,0.998532798207227
reg_6_436_34_9_GBDT_LGBM_0_nohp,reg,6,436,34,9,GBDT,LGBM,0,nohp,0.028574705123901367,True,0.4010875559030078,0.9120834290432975
reg_6_436_34_9_mlrnet_mlrnetfast_0_nohp,reg,6,436,34,9,mlrnet,mlrnetfast,0,nohp,1.0389461517333984,True,0.3172648016194676,0.8481032850305388
reg_6_436_34_9_NN_regularnetfast_0_nohp,reg,6,436,34,9,NN,regularnetfast,0,nohp,0.987346887588501,True,0.38432289557147536,0.8199178212931557
reg_7_726_18_0_GLM_Ridge_0_nohp,reg,7,726,18,0,GLM,Ridge,0,nohp,0.19835853576660156,True,0.5382238521054781,0.5930709089527104
reg_7_726_18_0_GLM_Lasso_0_nohp,reg,7,726,18,0,GLM,Lasso,0,nohp,0.05268406867980957,True,0.5386989636568942,0.5931157671570061
reg_7_726_18_0_GLM_Enet_0_nohp,reg,7,726,18,0,GLM,Enet,0,nohp,0.04856371879577637,True,0.5387533546217571,0.5931144646317803
reg_7_726_18_0_TREE_CART_0_nohp,reg,7,726,18,0,TREE,CART,0,nohp,0.004649639129638672,True,0.17672688641292666,0.9904833561150574
reg_7_726_18_0_RF_XRF_0_nohp,reg,7,726,18,0,RF,XRF,0,nohp,0.1960921287536621,True,0.5743125038735611,0.9904833561150574
reg_7_726_18_0_GBDT_xgb_sklearn_0_nohp,reg,7,726,18,0,GBDT,xgb_sklearn,0,nohp,0.0922996997833252,True,0.6007848466415704,0.829811271611862
reg_7_726_18_0_SVM_Kernel_0_nohp,reg,7,726,18,0,SVM,Kernel,0,nohp,0.023383617401123047,True,0.537704429806876,0.5931202372413282
reg_7_726_18_0_SVM_NuSVM_0_nohp,reg,7,726,18,0,SVM,NuSVM,0,nohp,0.0422673225402832,True,0.5837717356673666,0.6928275766345142
reg_7_726_18_0_NN_MLP_sklearn_0_nohp,reg,7,726,18,0,NN,MLP_sklearn,0,nohp,0.5213449001312256,True,0.5170387554704414,0.741770941570487
reg_7_726_18_0_RF_RF_0_nohp,reg,7,726,18,0,RF,RF,0,nohp,0.27463579177856445,True,0.567969580604652,0.9374796847206888
reg_7_726_18_0_MARS_MARS_0_nohp,reg,7,726,18,0,MARS,MARS,0,nohp,0.148087739944458,True,0.5903172360503834,0.6251133887773773
reg_7_726_18_0_GBDT_XGBoost_0_nohp,reg,7,726,18,0,GBDT,XGBoost,0,nohp,0.14070963859558105,True,0.48716283073890443,0.9880310012882182
reg_7_726_18_0_GBDT_LGBM_0_nohp,reg,7,726,18,0,GBDT,LGBM,0,nohp,0.07297444343566895,True,0.6173171642086379,0.8989296296611987
reg_7_726_18_0_mlrnet_mlrnetfast_0_nohp,reg,7,726,18,0,mlrnet,mlrnetfast,0,nohp,6.202983379364014,True,0.5280647903343008,0.7061953882740989
reg_7_726_18_0_NN_regularnetfast_0_nohp,reg,7,726,18,0,NN,regularnetfast,0,nohp,0.9221971035003662,True,0.5340724705300599,0.7065759276965694
reg_7_726_18_1_Baseline_Intercept_0_nohp,reg,7,726,18,1,Baseline,Intercept,0,nohp,0.0007543563842773438,True,-0.017474750952394258,0.0
reg_7_726_18_1_GLM_Ridge_0_nohp,reg,7,726,18,1,GLM,Ridge,0,nohp,0.00873112678527832,True,0.4238684259997306,0.6185526921043661
reg_7_726_18_1_GLM_Lasso_0_nohp,reg,7,726,18,1,GLM,Lasso,0,nohp,0.047142982482910156,True,0.4420165782964295,0.6160640007248757
reg_7_726_18_1_GLM_Enet_0_nohp,reg,7,726,18,1,GLM,Enet,0,nohp,0.047865867614746094,True,0.4407113778506928,0.6166247730081229
reg_7_726_18_1_TREE_CART_0_nohp,reg,7,726,18,1,TREE,CART,0,nohp,0.004596710205078125,True,0.20937504228838544,0.9905258872253431
reg_7_726_18_1_RF_XRF_0_nohp,reg,7,726,18,1,RF,XRF,0,nohp,0.196915864944458,True,0.49081568889187,0.9905258872253431
reg_7_726_18_1_GBDT_xgb_sklearn_0_nohp,reg,7,726,18,1,GBDT,xgb_sklearn,0,nohp,0.09283685684204102,True,0.504485617529984,0.8300359911560746
reg_7_726_18_1_SVM_Kernel_0_nohp,reg,7,726,18,1,SVM,Kernel,0,nohp,0.012187480926513672,True,0.42481645544645485,0.6182941341098892
reg_7_726_18_1_SVM_NuSVM_0_nohp,reg,7,726,18,1,SVM,NuSVM,0,nohp,0.04320788383483887,True,0.5401929151621779,0.7073879348478591
reg_7_726_18_1_NN_MLP_sklearn_0_nohp,reg,7,726,18,1,NN,MLP_sklearn,0,nohp,0.542874813079834,True,0.44201306749522296,0.7647736564937203
reg_7_726_18_1_RF_RF_0_nohp,reg,7,726,18,1,RF,RF,0,nohp,0.2770841121673584,True,0.529203520867181,0.944052880946851
reg_7_726_18_1_MARS_MARS_0_nohp,reg,7,726,18,1,MARS,MARS,0,nohp,0.1543433666229248,True,0.48442278967383545,0.6378882642394665
reg_7_726_18_1_GBDT_XGBoost_0_nohp,reg,7,726,18,1,GBDT,XGBoost,0,nohp,0.11609697341918945,True,0.4456388801980983,0.9886809046456853
reg_7_726_18_1_GBDT_LGBM_0_nohp,reg,7,726,18,1,GBDT,LGBM,0,nohp,0.045928955078125,True,0.5464964834447822,0.9145683510128604
reg_7_726_18_1_mlrnet_mlrnetfast_0_nohp,reg,7,726,18,1,mlrnet,mlrnetfast,0,nohp,1.0101759433746338,True,0.4719372621338277,0.6576203291388827
reg_7_726_18_1_NN_regularnetfast_0_nohp,reg,7,726,18,1,NN,regularnetfast,0,nohp,0.8667435646057129,True,0.46923886594105624,0.6263988123663939
reg_7_726_18_2_Baseline_Intercept_0_nohp,reg,7,726,18,2,Baseline,Intercept,0,nohp,0.0006144046783447266,True,-0.0003786589391046036,0.0
reg_7_726_18_2_GLM_Ridge_0_nohp,reg,7,726,18,2,GLM,Ridge,0,nohp,0.0019097328186035156,True,0.6310969275978155,0.5773988487067264
reg_7_726_18_2_GLM_Lasso_0_nohp,reg,7,726,18,2,GLM,Lasso,0,nohp,0.04323101043701172,True,0.6289640844842191,0.5771424741429658
reg_7_726_18_2_GLM_Enet_0_nohp,reg,7,726,18,2,GLM,Enet,0,nohp,0.04496502876281738,True,0.6296200193437094,0.5768144549853723
reg_7_726_18_2_TREE_CART_0_nohp,reg,7,726,18,2,TREE,CART,0,nohp,0.0046041011810302734,True,0.1884007416568223,0.9870790166092784
reg_7_726_18_2_RF_XRF_0_nohp,reg,7,726,18,2,RF,XRF,0,nohp,0.19372105598449707,True,0.6452214662540021,0.9870790166092784
reg_7_726_18_2_GBDT_xgb_sklearn_0_nohp,reg,7,726,18,2,GBDT,xgb_sklearn,0,nohp,0.09255719184875488,True,0.6882576802230648,0.8252154683134956
reg_7_726_18_2_SVM_Kernel_0_nohp,reg,7,726,18,2,SVM,Kernel,0,nohp,0.009926795959472656,True,0.5998163608486944,0.5774478019302327
reg_7_726_18_2_SVM_NuSVM_0_nohp,reg,7,726,18,2,SVM,NuSVM,0,nohp,0.04298734664916992,True,0.6558476323467841,0.6816751352390784
reg_7_726_18_2_NN_MLP_sklearn_0_nohp,reg,7,726,18,2,NN,MLP_sklearn,0,nohp,0.5151338577270508,True,0.2570013992193705,0.7321113847542458
reg_7_726_18_2_RF_RF_0_nohp,reg,7,726,18,2,RF,RF,0,nohp,0.2770407199859619,True,0.6937945167357233,0.9345618036363625
reg_7_726_18_2_MARS_MARS_0_nohp,reg,7,726,18,2,MARS,MARS,0,nohp,0.37446093559265137,True,0.6583408642696851,0.6137552882680878
reg_7_726_18_2_GBDT_XGBoost_0_nohp,reg,7,726,18,2,GBDT,XGBoost,0,nohp,0.10966849327087402,True,0.6127260020647802,0.9852816728156205
reg_7_726_18_2_GBDT_LGBM_0_nohp,reg,7,726,18,2,GBDT,LGBM,0,nohp,0.04582524299621582,True,0.6293410150457837,0.9051528031678826
reg_7_726_18_2_mlrnet_mlrnetfast_0_nohp,reg,7,726,18,2,mlrnet,mlrnetfast,0,nohp,1.0280473232269287,True,0.5935406215759567,0.6325648004340931
reg_7_726_18_2_NN_regularnetfast_0_nohp,reg,7,726,18,2,NN,regularnetfast,0,nohp,0.930455207824707,True,0.6012321306102844,0.615517880826002
reg_7_726_18_3_Baseline_Intercept_0_nohp,reg,7,726,18,3,Baseline,Intercept,0,nohp,0.0006690025329589844,True,-6.0204123607077165e-05,0.0
reg_7_726_18_3_GLM_Ridge_0_nohp,reg,7,726,18,3,GLM,Ridge,0,nohp,0.0016064643859863281,True,0.5543208606405132,0.5917602058336515
reg_7_726_18_3_GLM_Lasso_0_nohp,reg,7,726,18,3,GLM,Lasso,0,nohp,0.04135537147521973,True,0.5628234801762497,0.5893232486029205
reg_7_726_18_3_GLM_Enet_0_nohp,reg,7,726,18,3,GLM,Enet,0,nohp,0.04115176200866699,True,0.5612491518547207,0.5898229955638854
reg_7_726_18_3_TREE_CART_0_nohp,reg,7,726,18,3,TREE,CART,0,nohp,0.004322052001953125,True,0.37323620482045505,0.9884310361314345
reg_7_726_18_3_RF_XRF_0_nohp,reg,7,726,18,3,RF,XRF,0,nohp,0.19179821014404297,True,0.6217265932567402,0.9884310361314345
reg_7_726_18_3_GBDT_xgb_sklearn_0_nohp,reg,7,726,18,3,GBDT,xgb_sklearn,0,nohp,0.09473252296447754,True,0.6046488675446213,0.8243190350329994
reg_7_726_18_3_SVM_Kernel_0_nohp,reg,7,726,18,3,SVM,Kernel,0,nohp,0.009916067123413086,True,0.5534788565018918,0.5917826547746383
reg_7_726_18_3_SVM_NuSVM_0_nohp,reg,7,726,18,3,SVM,NuSVM,0,nohp,0.043138742446899414,True,0.6506452409928427,0.6833087442602033
reg_7_726_18_3_NN_MLP_sklearn_0_nohp,reg,7,726,18,3,NN,MLP_sklearn,0,nohp,0.5523686408996582,True,0.6202785026861324,0.7378213974910803
reg_7_726_18_3_RF_RF_0_nohp,reg,7,726,18,3,RF,RF,0,nohp,0.2753612995147705,True,0.6016547980630313,0.939871228495319
reg_7_726_18_3_MARS_MARS_0_nohp,reg,7,726,18,3,MARS,MARS,0,nohp,0.1750659942626953,True,0.5708671362793784,0.6293779440484443
reg_7_726_18_3_GBDT_XGBoost_0_nohp,reg,7,726,18,3,GBDT,XGBoost,0,nohp,0.1101837158203125,True,0.5979736803864102,0.9869160138591432
reg_7_726_18_3_GBDT_LGBM_0_nohp,reg,7,726,18,3,GBDT,LGBM,0,nohp,0.04616236686706543,True,0.6090125765284222,0.9028483281513405
reg_7_726_18_3_mlrnet_mlrnetfast_0_nohp,reg,7,726,18,3,mlrnet,mlrnetfast,0,nohp,1.071692705154419,True,0.46537463113580646,0.8520847664732275
reg_7_726_18_3_NN_regularnetfast_0_nohp,reg,7,726,18,3,NN,regularnetfast,0,nohp,0.9401748180389404,True,0.579056662174511,0.7876553009107623
reg_7_726_18_4_Baseline_Intercept_0_nohp,reg,7,726,18,4,Baseline,Intercept,0,nohp,0.0006155967712402344,True,-0.0017002989071215335,0.0
reg_7_726_18_4_GLM_Ridge_0_nohp,reg,7,726,18,4,GLM,Ridge,0,nohp,0.0017502307891845703,True,0.6628111116115718,0.5585978724004333
reg_7_726_18_4_GLM_Lasso_0_nohp,reg,7,726,18,4,GLM,Lasso,0,nohp,0.043085575103759766,True,0.664179145761153,0.5578516080352602
reg_7_726_18_4_GLM_Enet_0_nohp,reg,7,726,18,4,GLM,Enet,0,nohp,0.043454647064208984,True,0.66396390470128,0.5576742947251566
reg_7_726_18_4_TREE_CART_0_nohp,reg,7,726,18,4,TREE,CART,0,nohp,0.004408836364746094,True,0.3195957667884062,0.9861012668849237
reg_7_726_18_4_RF_XRF_0_nohp,reg,7,726,18,4,RF,XRF,0,nohp,0.19547057151794434,True,0.6945753514825097,0.9861012668849237
reg_7_726_18_4_GBDT_xgb_sklearn_0_nohp,reg,7,726,18,4,GBDT,xgb_sklearn,0,nohp,0.09332036972045898,True,0.6705242523176949,0.8238312225184478
reg_7_726_18_4_SVM_Kernel_0_nohp,reg,7,726,18,4,SVM,Kernel,0,nohp,0.009668111801147461,True,0.6634925515690239,0.5586506196594769
reg_7_726_18_4_SVM_NuSVM_0_nohp,reg,7,726,18,4,SVM,NuSVM,0,nohp,0.04238772392272949,True,0.7243944434729506,0.661277357457539
reg_7_726_18_4_NN_MLP_sklearn_0_nohp,reg,7,726,18,4,NN,MLP_sklearn,0,nohp,0.5127620697021484,True,0.7207423562478228,0.7203268462370822
reg_7_726_18_4_RF_RF_0_nohp,reg,7,726,18,4,RF,RF,0,nohp,0.2723991870880127,True,0.6674349708270375,0.9354002362835631
reg_7_726_18_4_MARS_MARS_0_nohp,reg,7,726,18,4,MARS,MARS,0,nohp,0.03615140914916992,True,0.6154517216597272,0.6051127591296737
reg_7_726_18_4_GBDT_XGBoost_0_nohp,reg,7,726,18,4,GBDT,XGBoost,0,nohp,0.11078214645385742,True,0.6401204839082866,0.9846774527659489
reg_7_726_18_4_GBDT_LGBM_0_nohp,reg,7,726,18,4,GBDT,LGBM,0,nohp,0.0492551326751709,True,0.691144043396415,0.899047969607167
reg_7_726_18_4_mlrnet_mlrnetfast_0_nohp,reg,7,726,18,4,mlrnet,mlrnetfast,0,nohp,1.0345802307128906,True,0.6892922350181068,0.6167267166129524
reg_7_726_18_4_NN_regularnetfast_0_nohp,reg,7,726,18,4,NN,regularnetfast,0,nohp,0.9286150932312012,True,0.7115512446326309,0.7018513866675533
reg_7_726_18_5_Baseline_Intercept_0_nohp,reg,7,726,18,5,Baseline,Intercept,0,nohp,0.0006241798400878906,True,-0.03466476678123431,0.0
reg_7_726_18_5_GLM_Ridge_0_nohp,reg,7,726,18,5,GLM,Ridge,0,nohp,0.0018794536590576172,True,0.5884803227761539,0.5806636489379253
reg_7_726_18_5_GLM_Lasso_0_nohp,reg,7,726,18,5,GLM,Lasso,0,nohp,0.04113411903381348,True,0.5989674290192772,0.5749533421489663
reg_7_726_18_5_GLM_Enet_0_nohp,reg,7,726,18,5,GLM,Enet,0,nohp,0.04173922538757324,True,0.5969856349301366,0.5751941054100322
reg_7_726_18_5_TREE_CART_0_nohp,reg,7,726,18,5,TREE,CART,0,nohp,0.004393815994262695,True,0.3691567991360839,0.9872856410360745
reg_7_726_18_5_RF_XRF_0_nohp,reg,7,726,18,5,RF,XRF,0,nohp,0.19134020805358887,True,0.6425196999900604,0.9872856410360745
reg_7_726_18_5_GBDT_xgb_sklearn_0_nohp,reg,7,726,18,5,GBDT,xgb_sklearn,0,nohp,0.09122633934020996,True,0.6579285765425972,0.8298124254892953
reg_7_726_18_5_SVM_Kernel_0_nohp,reg,7,726,18,5,SVM,Kernel,0,nohp,0.009560108184814453,True,0.592336226635378,0.5803063177587723
reg_7_726_18_5_SVM_NuSVM_0_nohp,reg,7,726,18,5,SVM,NuSVM,0,nohp,0.04184150695800781,True,0.6814689357739386,0.6739502532649728
reg_7_726_18_5_NN_MLP_sklearn_0_nohp,reg,7,726,18,5,NN,MLP_sklearn,0,nohp,0.5100359916687012,True,0.6610367854413928,0.725758707409643
reg_7_726_18_5_RF_RF_0_nohp,reg,7,726,18,5,RF,RF,0,nohp,0.27306532859802246,True,0.6651506951372195,0.9320052719987311
reg_7_726_18_5_MARS_MARS_0_nohp,reg,7,726,18,5,MARS,MARS,0,nohp,0.09365391731262207,True,0.6314828484970326,0.611175339497144
reg_7_726_18_5_GBDT_XGBoost_0_nohp,reg,7,726,18,5,GBDT,XGBoost,0,nohp,0.10945606231689453,True,0.6524226059191093,0.9856048777270151
reg_7_726_18_5_GBDT_LGBM_0_nohp,reg,7,726,18,5,GBDT,LGBM,0,nohp,0.047052621841430664,True,0.6583541192748108,0.9055533897244904
reg_7_726_18_5_mlrnet_mlrnetfast_0_nohp,reg,7,726,18,5,mlrnet,mlrnetfast,0,nohp,1.0953154563903809,True,0.6727674532724739,0.8162739614581006
reg_7_726_18_5_NN_regularnetfast_0_nohp,reg,7,726,18,5,NN,regularnetfast,0,nohp,0.9669578075408936,True,0.6976072893170391,0.7168881297259801
reg_7_726_18_6_Baseline_Intercept_0_nohp,reg,7,726,18,6,Baseline,Intercept,0,nohp,0.0007128715515136719,True,-0.004634356929235972,0.0
reg_7_726_18_6_GLM_Ridge_0_nohp,reg,7,726,18,6,GLM,Ridge,0,nohp,0.001798391342163086,True,0.5557375222317057,0.5921481471414187
reg_7_726_18_6_GLM_Lasso_0_nohp,reg,7,726,18,6,GLM,Lasso,0,nohp,0.0408782958984375,True,0.5569142292401044,0.5894167388239908
reg_7_726_18_6_GLM_Enet_0_nohp,reg,7,726,18,6,GLM,Enet,0,nohp,0.0425112247467041,True,0.556140086212376,0.5891789694379816
reg_7_726_18_6_TREE_CART_0_nohp,reg,7,726,18,6,TREE,CART,0,nohp,0.0043599605560302734,True,0.30761887094662743,0.9874754469590828
reg_7_726_18_6_RF_XRF_0_nohp,reg,7,726,18,6,RF,XRF,0,nohp,0.1933116912841797,True,0.5676695073214293,0.9874754469590828
reg_7_726_18_6_GBDT_xgb_sklearn_0_nohp,reg,7,726,18,6,GBDT,xgb_sklearn,0,nohp,0.09703326225280762,True,0.5987623473266162,0.8258735286890146
reg_7_726_18_6_SVM_Kernel_0_nohp,reg,7,726,18,6,SVM,Kernel,0,nohp,0.009811162948608398,True,0.5591025458423642,0.5918626214571776
reg_7_726_18_6_SVM_NuSVM_0_nohp,reg,7,726,18,6,SVM,NuSVM,0,nohp,0.0428316593170166,True,0.6273248703590704,0.685957220457962
reg_7_726_18_6_NN_MLP_sklearn_0_nohp,reg,7,726,18,6,NN,MLP_sklearn,0,nohp,0.5153207778930664,True,0.5965771518471402,0.7283542172070329
reg_7_726_18_6_RF_RF_0_nohp,reg,7,726,18,6,RF,RF,0,nohp,0.2717602252960205,True,0.6099577540225372,0.9347629374593985
reg_7_726_18_6_MARS_MARS_0_nohp,reg,7,726,18,6,MARS,MARS,0,nohp,0.06199049949645996,True,0.5418799801550785,0.6319275860563113
reg_7_726_18_6_GBDT_XGBoost_0_nohp,reg,7,726,18,6,GBDT,XGBoost,0,nohp,0.11011934280395508,True,0.5474498231523757,0.985983909274981
reg_7_726_18_6_GBDT_LGBM_0_nohp,reg,7,726,18,6,GBDT,LGBM,0,nohp,0.0459749698638916,True,0.5745194568445395,0.9072850193274922
reg_7_726_18_6_mlrnet_mlrnetfast_0_nohp,reg,7,726,18,6,mlrnet,mlrnetfast,0,nohp,1.0384948253631592,True,0.5967531780666562,0.6433502343803217
reg_7_726_18_6_NN_regularnetfast_0_nohp,reg,7,726,18,6,NN,regularnetfast,0,nohp,0.9231948852539062,True,0.5903492749193822,0.667297586626298
reg_7_726_18_7_Baseline_Intercept_0_nohp,reg,7,726,18,7,Baseline,Intercept,0,nohp,0.0006506443023681641,True,-0.0023191595699116885,0.0
reg_7_726_18_7_GLM_Ridge_0_nohp,reg,7,726,18,7,GLM,Ridge,0,nohp,0.0018973350524902344,True,0.53783153055717,0.597218819464574
reg_7_726_18_7_GLM_Lasso_0_nohp,reg,7,726,18,7,GLM,Lasso,0,nohp,0.04202532768249512,True,0.5501245691250665,0.59335225522576
reg_7_726_18_7_GLM_Enet_0_nohp,reg,7,726,18,7,GLM,Enet,0,nohp,0.04197883605957031,True,0.5517847998242551,0.5931442483738325
reg_7_726_18_7_TREE_CART_0_nohp,reg,7,726,18,7,TREE,CART,0,nohp,0.004237651824951172,True,0.34849254440071753,0.9894720507954732
reg_7_726_18_7_RF_XRF_0_nohp,reg,7,726,18,7,RF,XRF,0,nohp,0.19099164009094238,True,0.5825936647645635,0.9894720507954732
reg_7_726_18_7_GBDT_xgb_sklearn_0_nohp,reg,7,726,18,7,GBDT,xgb_sklearn,0,nohp,0.09161233901977539,True,0.6068811368374782,0.8289968018363902
reg_7_726_18_7_SVM_Kernel_0_nohp,reg,7,726,18,7,SVM,Kernel,0,nohp,0.01050424575805664,True,0.5380599452131126,0.5970646652751146
