id,task,dataset,n,p,dataset_seed,strat,category,method,method_seed,HPs,time,success,R2,R2train
reg_0_133_21_5_False_SVM_NuSVM_0_nohp,reg,0,133,21,5,False,SVM,NuSVM,0,nohp,0.0033962726593017,True,0.89500579851063,0.9554354194343976
reg_0_133_21_5_False_NN_MLP_sklearn_0_nohp,reg,0,133,21,5,False,NN,MLP_sklearn,0,nohp,0.1158728599548339,True,0.8608154978792733,0.9841109430363678
reg_0_133_21_5_False_RF_RF_0_nohp,reg,0,133,21,5,False,RF,RF,0,nohp,0.1109387874603271,True,0.847729107445813,0.9845070002168688
reg_0_133_21_5_False_MARS_MARS_0_nohp,reg,0,133,21,5,False,MARS,MARS,0,nohp,0.0209753513336181,True,0.8365311966036276,0.8543474657803319
reg_0_133_21_5_False_GBDT_XGBoost_0_nohp,reg,0,133,21,5,False,GBDT,XGBoost,0,nohp,0.0338485240936279,True,0.8323882331395673,0.9999807439875598
reg_0_133_21_5_False_GBDT_LGBM_0_nohp,reg,0,133,21,5,False,GBDT,LGBM,0,nohp,0.0080788135528564,True,0.8429393127879448,0.8957791210628192
reg_0_133_21_5_False_mlrnet_mlrnetfast_0_nohp,reg,0,133,21,5,False,mlrnet,mlrnetfast,0,nohp,1.090695858001709,True,0.8500694013600476,0.9643321551977784
reg_0_133_21_5_False_NN_regularnetfast_0_nohp,reg,0,133,21,5,False,NN,regularnetfast,0,nohp,0.9417247772216796,True,0.8869083246452676,0.9763950187185888
reg_0_133_21_6_False_Baseline_Intercept_0_nohp,reg,0,133,21,6,False,Baseline,Intercept,0,nohp,0.0005764961242675,True,-0.0571162857618816,0.0
reg_0_133_21_6_False_GLM_Ridge_0_nohp,reg,0,133,21,6,False,GLM,Ridge,0,nohp,0.0013492107391357,True,0.7990106676579556,0.8655143224712665
reg_0_133_21_6_False_GLM_Lasso_0_nohp,reg,0,133,21,6,False,GLM,Lasso,0,nohp,0.0407748222351074,True,0.7989809399443966,0.8654682827237985
reg_0_133_21_6_False_GLM_Enet_0_nohp,reg,0,133,21,6,False,GLM,Enet,0,nohp,0.0415167808532714,True,0.7992824390941088,0.8654076397221278
reg_0_133_21_6_False_TREE_CART_0_nohp,reg,0,133,21,6,False,TREE,CART,0,nohp,0.0013215541839599,True,0.7789967639630585,1.0
reg_0_133_21_6_False_RF_XRF_0_nohp,reg,0,133,21,6,False,RF,XRF,0,nohp,0.0866675376892089,True,0.7909801960564292,1.0
reg_0_133_21_6_False_GBDT_xgb_sklearn_0_nohp,reg,0,133,21,6,False,GBDT,xgb_sklearn,0,nohp,0.0276465415954589,True,0.8189226156057869,0.979123112543959
reg_0_133_21_6_False_SVM_Kernel_0_nohp,reg,0,133,21,6,False,SVM,Kernel,0,nohp,0.0012571811676025,True,0.8059646638099154,0.8649138328843154
reg_0_133_21_6_False_SVM_NuSVM_0_nohp,reg,0,133,21,6,False,SVM,NuSVM,0,nohp,0.004019021987915,True,0.7740614342878582,0.9648374634668178
reg_0_133_21_6_False_NN_MLP_sklearn_0_nohp,reg,0,133,21,6,False,NN,MLP_sklearn,0,nohp,0.1055119037628173,True,0.7661518196276771,0.9859946996940788
reg_0_133_21_6_False_RF_RF_0_nohp,reg,0,133,21,6,False,RF,RF,0,nohp,0.1066617965698242,True,0.8153713957186135,0.988294918451844
reg_0_133_21_6_False_MARS_MARS_0_nohp,reg,0,133,21,6,False,MARS,MARS,0,nohp,0.0203392505645751,True,0.8188639493162511,0.8612072516993057
reg_0_133_21_6_False_GBDT_XGBoost_0_nohp,reg,0,133,21,6,False,GBDT,XGBoost,0,nohp,0.0311360359191894,True,0.8199493514691848,0.9999495292362456
reg_0_133_21_6_False_GBDT_LGBM_0_nohp,reg,0,133,21,6,False,GBDT,LGBM,0,nohp,0.0079641342163085,True,0.7488420907354592,0.898626767701597
reg_0_133_21_6_False_mlrnet_mlrnetfast_0_nohp,reg,0,133,21,6,False,mlrnet,mlrnetfast,0,nohp,1.1371009349822998,True,0.826868576470917,0.9813301852945818
reg_0_133_21_6_False_NN_regularnetfast_0_nohp,reg,0,133,21,6,False,NN,regularnetfast,0,nohp,0.9329862594604492,True,0.8453378454203857,0.9765902090321316
reg_0_133_21_7_False_Baseline_Intercept_0_nohp,reg,0,133,21,7,False,Baseline,Intercept,0,nohp,0.0006031990051269,True,-0.003554540002967,0.0
reg_0_133_21_7_False_GLM_Ridge_0_nohp,reg,0,133,21,7,False,GLM,Ridge,0,nohp,0.0013031959533691,True,0.7871351946906014,0.8735186155198198
reg_0_133_21_7_False_GLM_Lasso_0_nohp,reg,0,133,21,7,False,GLM,Lasso,0,nohp,0.0445940494537353,True,0.7887042830565589,0.8725422136763541
reg_0_133_21_7_False_GLM_Enet_0_nohp,reg,0,133,21,7,False,GLM,Enet,0,nohp,0.0449526309967041,True,0.7879887128765458,0.8722169972406172
reg_0_133_21_7_False_TREE_CART_0_nohp,reg,0,133,21,7,False,TREE,CART,0,nohp,0.0014595985412597,True,0.7845779871121179,1.0
reg_0_133_21_7_False_RF_XRF_0_nohp,reg,0,133,21,7,False,RF,XRF,0,nohp,0.088132619857788,True,0.8107586147636674,1.0
reg_0_133_21_7_False_GBDT_xgb_sklearn_0_nohp,reg,0,133,21,7,False,GBDT,xgb_sklearn,0,nohp,0.0273103713989257,True,0.8542200460157018,0.981586926020254
reg_0_133_21_7_False_SVM_Kernel_0_nohp,reg,0,133,21,7,False,SVM,Kernel,0,nohp,0.0015151500701904,True,0.7871985793061085,0.8735151880063269
reg_0_133_21_7_False_SVM_NuSVM_0_nohp,reg,0,133,21,7,False,SVM,NuSVM,0,nohp,0.0039424896240234,True,0.8182661744580897,0.9699230454708055
reg_0_133_21_7_False_NN_MLP_sklearn_0_nohp,reg,0,133,21,7,False,NN,MLP_sklearn,0,nohp,0.1089639663696289,True,0.822463422822734,0.9864727094229916
reg_0_133_21_7_False_RF_RF_0_nohp,reg,0,133,21,7,False,RF,RF,0,nohp,0.1116864681243896,True,0.8668721045597491,0.98622843263899
reg_0_133_21_7_False_MARS_MARS_0_nohp,reg,0,133,21,7,False,MARS,MARS,0,nohp,0.027205467224121,True,0.8188321703846834,0.8666243009663046
reg_0_133_21_7_False_GBDT_XGBoost_0_nohp,reg,0,133,21,7,False,GBDT,XGBoost,0,nohp,0.0341250896453857,True,0.8455327107280074,0.9999831309350672
reg_0_133_21_7_False_GBDT_LGBM_0_nohp,reg,0,133,21,7,False,GBDT,LGBM,0,nohp,0.0080840587615966,True,0.8249811947272736,0.9233643105387404
reg_0_133_21_7_False_mlrnet_mlrnetfast_0_nohp,reg,0,133,21,7,False,mlrnet,mlrnetfast,0,nohp,1.0545682907104492,True,0.8248230164965745,0.9863442221311618
reg_0_133_21_7_False_NN_regularnetfast_0_nohp,reg,0,133,21,7,False,NN,regularnetfast,0,nohp,0.9129176139831544,True,0.8126676042371515,0.9863594149399296
reg_0_133_21_8_False_Baseline_Intercept_0_nohp,reg,0,133,21,8,False,Baseline,Intercept,0,nohp,0.0005795955657958,True,-0.0022587295671114,0.0
reg_0_133_21_8_False_GLM_Ridge_0_nohp,reg,0,133,21,8,False,GLM,Ridge,0,nohp,0.0013771057128906,True,0.8810353855209146,0.8502220722911896
reg_0_133_21_8_False_GLM_Lasso_0_nohp,reg,0,133,21,8,False,GLM,Lasso,0,nohp,0.0424656867980957,True,0.8813946018104903,0.847830122961297
reg_0_133_21_8_False_GLM_Enet_0_nohp,reg,0,133,21,8,False,GLM,Enet,0,nohp,0.0433630943298339,True,0.8830332532727576,0.8486473883820699
reg_0_133_21_8_False_TREE_CART_0_nohp,reg,0,133,21,8,False,TREE,CART,0,nohp,0.0013093948364257,True,0.8300093510049422,1.0
reg_0_133_21_8_False_RF_XRF_0_nohp,reg,0,133,21,8,False,RF,XRF,0,nohp,0.086946964263916,True,0.8103685588371753,1.0
reg_0_133_21_8_False_GBDT_xgb_sklearn_0_nohp,reg,0,133,21,8,False,GBDT,xgb_sklearn,0,nohp,0.0263068675994873,True,0.9400797358874612,0.9646576690763656
reg_0_133_21_8_False_SVM_Kernel_0_nohp,reg,0,133,21,8,False,SVM,Kernel,0,nohp,0.0012664794921875,True,0.8819972565180603,0.8501082802538313
reg_0_133_21_8_False_SVM_NuSVM_0_nohp,reg,0,133,21,8,False,SVM,NuSVM,0,nohp,0.0036897659301757,True,0.94020029677371,0.948112660513026
reg_0_133_21_8_False_NN_MLP_sklearn_0_nohp,reg,0,133,21,8,False,NN,MLP_sklearn,0,nohp,0.1125483512878418,True,0.8825279330847857,0.9830954934679004
reg_0_133_21_8_False_RF_RF_0_nohp,reg,0,133,21,8,False,RF,RF,0,nohp,0.1096107959747314,True,0.9279441591910056,0.9814322040832628
reg_0_133_21_8_False_MARS_MARS_0_nohp,reg,0,133,21,8,False,MARS,MARS,0,nohp,0.0237669944763183,True,0.8804546153849055,0.8423181352281527
reg_0_133_21_8_False_GBDT_XGBoost_0_nohp,reg,0,133,21,8,False,GBDT,XGBoost,0,nohp,0.0374636650085449,True,0.94095178585964,0.9999879997461044
reg_0_133_21_8_False_GBDT_LGBM_0_nohp,reg,0,133,21,8,False,GBDT,LGBM,0,nohp,0.0081977844238281,True,0.8985905946108386,0.8763209383686453
reg_0_133_21_8_False_mlrnet_mlrnetfast_0_nohp,reg,0,133,21,8,False,mlrnet,mlrnetfast,0,nohp,0.9973382949829102,True,0.934865485736061,0.9424313030427662
