id,task,dataset,n,p,dataset_seed,category,method,method_seed,HPs,time,success,ACC,AUC,ACCtrain,AUCtrain
clf_0_111_13_0_Baseline_Intercept_0_nohp,clf,0,111,13,0,Baseline,Intercept,0,nohp,0.18413686752319336,True,0.8571428571428571,0.46153846153846156,0.8288288288288288,0.4955445544554456
clf_0_111_13_0_GLM_Ridge_0_nohp,clf,0,111,13,0,GLM,Ridge,0,nohp,0.03267359733581543,True,0.9285714285714286,0.18269230769230768,0.918918918918919,0.7534653465346535
clf_0_111_13_0_GLM_LinearRidge_0_nohp,clf,0,111,13,0,GLM,LinearRidge,0,nohp,0.0164029598236084,True,0.9285714285714286,0.16346153846153846,0.918918918918919,0.7613861386138614
clf_0_111_13_0_GLM_Lasso_0_nohp,clf,0,111,13,0,GLM,Lasso,0,nohp,0.17990589141845703,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_0_GLM_Enet_0_nohp,clf,0,111,13,0,GLM,Enet,0,nohp,0.2217082977294922,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_0_QDA_QDA_0_nohp,clf,0,111,13,0,QDA,QDA,0,nohp,0.005085945129394531,True,0.9285714285714286,0.40384615384615385,0.9279279279279279,0.8326732673267327
clf_0_111_13_0_TREE_CART_0_nohp,clf,0,111,13,0,TREE,CART,0,nohp,0.0028963088989257812,True,0.8928571428571429,0.34615384615384615,0.9369369369369369,0.9386138613861387
clf_0_111_13_0_TREE_XCART_0_nohp,clf,0,111,13,0,TREE,XCART,0,nohp,0.0023119449615478516,True,0.9285714285714286,0.3653846153846154,0.9369369369369369,0.9386138613861387
clf_0_111_13_0_RF_XRF_0_nohp,clf,0,111,13,0,RF,XRF,0,nohp,0.09326004981994629,True,0.9285714285714286,0.40384615384615385,0.9369369369369369,0.9386138613861387
clf_0_111_13_0_GBDT_xgb_sklearn_0_nohp,clf,0,111,13,0,GBDT,xgb_sklearn,0,nohp,0.03729391098022461,True,0.8928571428571429,0.04807692307692307,0.9369369369369369,0.9386138613861387
clf_0_111_13_0_GBDT_ADABoost_0_nohp,clf,0,111,13,0,GBDT,ADABoost,0,nohp,0.06818175315856934,True,0.8928571428571429,0.16346153846153846,0.9099099099099099,0.788118811881188
clf_0_111_13_0_NN_MLP_sklearn_0_nohp,clf,0,111,13,0,NN,MLP_sklearn,0,nohp,0.11134743690490723,True,0.9285714285714286,0.3557692307692307,0.9279279279279279,0.9247524752475247
clf_0_111_13_0_RF_RF_0_nohp,clf,0,111,13,0,RF,RF,0,nohp,0.11545634269714355,True,0.9285714285714286,0.2980769230769231,0.9369369369369369,0.9386138613861386
clf_0_111_13_0_GBDT_XGBoost_0_nohp,clf,0,111,13,0,GBDT,XGBoost,0,nohp,0.05790281295776367,True,0.9285714285714286,0.4519230769230769,0.9279279279279279,0.8871287128712871
clf_0_111_13_0_GBDT_LGBM_0_nohp,clf,0,111,13,0,GBDT,LGBM,0,nohp,0.035428762435913086,True,0.9285714285714286,0.3557692307692307,0.9099099099099099,0.7737623762376238
clf_0_111_13_0_mlrnet_mlrnetfast_0_nohp,clf,0,111,13,0,mlrnet,mlrnetfast,0,nohp,6.5693652629852295,True,0.9285714285714286,0.2596153846153846,0.9279279279279279,0.901980198019802
clf_0_111_13_0_NN_regularnetfast_0_nohp,clf,0,111,13,0,NN,regularnetfast,0,nohp,1.0127227306365967,True,0.9285714285714286,0.22115384615384612,0.9279279279279279,0.9198019801980198
clf_0_111_13_1_Baseline_Intercept_0_nohp,clf,0,111,13,1,Baseline,Intercept,0,nohp,0.0021719932556152344,True,0.8928571428571429,0.4807692307692308,0.8198198198198198,0.4306930693069307
clf_0_111_13_1_GLM_Ridge_0_nohp,clf,0,111,13,1,GLM,Ridge,0,nohp,0.03305792808532715,True,0.9285714285714286,0.3846153846153846,0.918918918918919,0.6410891089108911
clf_0_111_13_1_GLM_LinearRidge_0_nohp,clf,0,111,13,1,GLM,LinearRidge,0,nohp,0.009673118591308594,True,0.9285714285714286,0.5,0.918918918918919,0.7351485148514852
clf_0_111_13_1_GLM_Lasso_0_nohp,clf,0,111,13,1,GLM,Lasso,0,nohp,0.16351628303527832,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_1_GLM_Enet_0_nohp,clf,0,111,13,1,GLM,Enet,0,nohp,0.2274644374847412,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_1_QDA_QDA_0_nohp,clf,0,111,13,1,QDA,QDA,0,nohp,0.003816843032836914,True,0.8571428571428571,0.5480769230769231,0.7927927927927928,0.8381188118811881
clf_0_111_13_1_TREE_CART_0_nohp,clf,0,111,13,1,TREE,CART,0,nohp,0.0030868053436279297,True,0.9285714285714286,0.673076923076923,0.9459459459459459,0.944059405940594
clf_0_111_13_1_TREE_XCART_0_nohp,clf,0,111,13,1,TREE,XCART,0,nohp,0.0026443004608154297,True,0.8571428571428571,0.6153846153846154,0.9459459459459459,0.944059405940594
clf_0_111_13_1_RF_XRF_0_nohp,clf,0,111,13,1,RF,XRF,0,nohp,0.0977029800415039,True,0.9285714285714286,0.6057692307692307,0.9459459459459459,0.944059405940594
clf_0_111_13_1_GBDT_xgb_sklearn_0_nohp,clf,0,111,13,1,GBDT,xgb_sklearn,0,nohp,0.03963732719421387,True,0.9285714285714286,0.7115384615384616,0.9459459459459459,0.9282178217821783
clf_0_111_13_1_GBDT_ADABoost_0_nohp,clf,0,111,13,1,GBDT,ADABoost,0,nohp,0.07590007781982422,True,0.9285714285714286,0.5769230769230769,0.9099099099099099,0.753960396039604
clf_0_111_13_1_NN_MLP_sklearn_0_nohp,clf,0,111,13,1,NN,MLP_sklearn,0,nohp,0.12837648391723633,True,0.9285714285714286,0.6923076923076923,0.9279279279279279,0.9094059405940593
clf_0_111_13_1_RF_RF_0_nohp,clf,0,111,13,1,RF,RF,0,nohp,0.12754297256469727,True,0.9285714285714286,0.5576923076923077,0.9459459459459459,0.944059405940594
clf_0_111_13_1_GBDT_XGBoost_0_nohp,clf,0,111,13,1,GBDT,XGBoost,0,nohp,0.02109694480895996,True,0.9285714285714286,0.6153846153846154,0.9369369369369369,0.8717821782178218
clf_0_111_13_1_GBDT_LGBM_0_nohp,clf,0,111,13,1,GBDT,LGBM,0,nohp,0.009536027908325195,True,0.9285714285714286,0.5384615384615384,0.9099099099099099,0.792079207920792
clf_0_111_13_1_mlrnet_mlrnetfast_0_nohp,clf,0,111,13,1,mlrnet,mlrnetfast,0,nohp,1.3547675609588623,True,0.9285714285714286,0.6538461538461539,0.9369369369369369,0.9400990099009902
clf_0_111_13_1_NN_regularnetfast_0_nohp,clf,0,111,13,1,NN,regularnetfast,0,nohp,0.9828183650970459,True,0.9285714285714286,0.5384615384615384,0.9369369369369369,0.9202970297029703
clf_0_111_13_2_Baseline_Intercept_0_nohp,clf,0,111,13,2,Baseline,Intercept,0,nohp,0.0019741058349609375,True,0.75,0.5,0.8198198198198198,0.6252475247524752
clf_0_111_13_2_GLM_Ridge_0_nohp,clf,0,111,13,2,GLM,Ridge,0,nohp,0.029529094696044922,True,0.9285714285714286,0.423076923076923,0.918918918918919,0.7133663366336634
clf_0_111_13_2_GLM_LinearRidge_0_nohp,clf,0,111,13,2,GLM,LinearRidge,0,nohp,0.0036427974700927734,True,0.9285714285714286,0.25,0.918918918918919,0.75
clf_0_111_13_2_GLM_Lasso_0_nohp,clf,0,111,13,2,GLM,Lasso,0,nohp,0.1575603485107422,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_2_GLM_Enet_0_nohp,clf,0,111,13,2,GLM,Enet,0,nohp,0.22509551048278809,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_2_QDA_QDA_0_nohp,clf,0,111,13,2,QDA,QDA,0,nohp,0.0030028820037841797,True,0.9285714285714286,0.5,0.918918918918919,0.55
clf_0_111_13_2_TREE_CART_0_nohp,clf,0,111,13,2,TREE,CART,0,nohp,0.0027136802673339844,True,0.9285714285714286,0.3846153846153846,0.9369369369369369,0.9440594059405941
clf_0_111_13_2_TREE_XCART_0_nohp,clf,0,111,13,2,TREE,XCART,0,nohp,0.0024623870849609375,True,0.9285714285714286,0.3846153846153846,0.9369369369369369,0.9440594059405941
clf_0_111_13_2_RF_XRF_0_nohp,clf,0,111,13,2,RF,XRF,0,nohp,0.09491252899169922,True,0.9285714285714286,0.3846153846153846,0.9369369369369369,0.9440594059405941
clf_0_111_13_2_GBDT_xgb_sklearn_0_nohp,clf,0,111,13,2,GBDT,xgb_sklearn,0,nohp,0.037244558334350586,True,0.9285714285714286,0.15384615384615383,0.9369369369369369,0.944059405940594
clf_0_111_13_2_GBDT_ADABoost_0_nohp,clf,0,111,13,2,GBDT,ADABoost,0,nohp,0.06937241554260254,True,0.8214285714285714,0.5,0.9099099099099099,0.7653465346534654
clf_0_111_13_2_NN_MLP_sklearn_0_nohp,clf,0,111,13,2,NN,MLP_sklearn,0,nohp,0.1163337230682373,True,0.9285714285714286,0.2884615384615385,0.9279279279279279,0.9272277227722773
clf_0_111_13_2_RF_RF_0_nohp,clf,0,111,13,2,RF,RF,0,nohp,0.11902880668640137,True,0.9285714285714286,0.29807692307692313,0.9369369369369369,0.942079207920792
clf_0_111_13_2_GBDT_XGBoost_0_nohp,clf,0,111,13,2,GBDT,XGBoost,0,nohp,0.01824808120727539,True,0.9285714285714286,0.3557692307692308,0.918918918918919,0.8995049504950495
clf_0_111_13_2_GBDT_LGBM_0_nohp,clf,0,111,13,2,GBDT,LGBM,0,nohp,0.008219480514526367,True,0.9285714285714286,0.326923076923077,0.9099099099099099,0.656930693069307
clf_0_111_13_2_mlrnet_mlrnetfast_0_nohp,clf,0,111,13,2,mlrnet,mlrnetfast,0,nohp,1.1655333042144775,True,0.9285714285714286,0.2884615384615385,0.9369369369369369,0.941089108910891
clf_0_111_13_2_NN_regularnetfast_0_nohp,clf,0,111,13,2,NN,regularnetfast,0,nohp,1.0286107063293457,True,0.9285714285714286,0.5,0.9369369369369369,0.943069306930693
clf_0_111_13_3_Baseline_Intercept_0_nohp,clf,0,111,13,3,Baseline,Intercept,0,nohp,0.0019583702087402344,True,0.8214285714285714,0.42592592592592593,0.8378378378378378,0.5054545454545455
clf_0_111_13_3_GLM_Ridge_0_nohp,clf,0,111,13,3,GLM,Ridge,0,nohp,0.029011964797973633,True,0.9642857142857143,0.7777777777777778,0.9099099099099099,0.6659090909090909
clf_0_111_13_3_GLM_LinearRidge_0_nohp,clf,0,111,13,3,GLM,LinearRidge,0,nohp,0.0039713382720947266,True,0.9642857142857143,0.33333333333333337,0.9099099099099099,0.7168181818181818
clf_0_111_13_3_GLM_Lasso_0_nohp,clf,0,111,13,3,GLM,Lasso,0,nohp,0.13593840599060059,True,0.9642857142857143,0.33333333333333337,0.9099099099099099,0.7286363636363636
clf_0_111_13_3_GLM_Enet_0_nohp,clf,0,111,13,3,GLM,Enet,0,nohp,0.22018027305603027,True,0.9642857142857143,0.5,0.9009009009009009,0.5
clf_0_111_13_3_QDA_QDA_0_nohp,clf,0,111,13,3,QDA,QDA,0,nohp,0.002874612808227539,True,0.75,0.8703703703703703,0.6666666666666666,0.8027272727272727
clf_0_111_13_3_TREE_CART_0_nohp,clf,0,111,13,3,TREE,CART,0,nohp,0.0026514530181884766,True,0.9642857142857143,0.3888888888888889,0.9279279279279279,0.9222727272727274
clf_0_111_13_3_TREE_XCART_0_nohp,clf,0,111,13,3,TREE,XCART,0,nohp,0.0023336410522460938,True,0.9642857142857143,0.3888888888888889,0.9279279279279279,0.9222727272727274
clf_0_111_13_3_RF_XRF_0_nohp,clf,0,111,13,3,RF,XRF,0,nohp,0.1331186294555664,True,0.9642857142857143,0.7407407407407407,0.9279279279279279,0.9222727272727274
clf_0_111_13_3_GBDT_xgb_sklearn_0_nohp,clf,0,111,13,3,GBDT,xgb_sklearn,0,nohp,0.03820466995239258,True,0.9642857142857143,0.7407407407407408,0.9279279279279279,0.9213636363636364
clf_0_111_13_3_GBDT_ADABoost_0_nohp,clf,0,111,13,3,GBDT,ADABoost,0,nohp,0.07045459747314453,True,0.9642857142857143,0.5185185185185186,0.9099099099099099,0.7513636363636363
clf_0_111_13_3_NN_MLP_sklearn_0_nohp,clf,0,111,13,3,NN,MLP_sklearn,0,nohp,0.12185978889465332,True,0.9642857142857143,0.37037037037037035,0.918918918918919,0.91
clf_0_111_13_3_RF_RF_0_nohp,clf,0,111,13,3,RF,RF,0,nohp,0.1210172176361084,True,0.9642857142857143,0.7407407407407407,0.9279279279279279,0.9222727272727272
clf_0_111_13_3_GBDT_XGBoost_0_nohp,clf,0,111,13,3,GBDT,XGBoost,0,nohp,0.01974177360534668,True,0.9642857142857143,0.6666666666666667,0.918918918918919,0.8577272727272727
clf_0_111_13_3_GBDT_LGBM_0_nohp,clf,0,111,13,3,GBDT,LGBM,0,nohp,0.008819580078125,True,0.9642857142857143,0.9444444444444444,0.9009009009009009,0.689090909090909
clf_0_111_13_3_mlrnet_mlrnetfast_0_nohp,clf,0,111,13,3,mlrnet,mlrnetfast,0,nohp,1.1333255767822266,True,0.9642857142857143,0.4814814814814815,0.9099099099099099,0.7977272727272727
clf_0_111_13_3_NN_regularnetfast_0_nohp,clf,0,111,13,3,NN,regularnetfast,0,nohp,0.9397549629211426,True,0.9642857142857143,0.8518518518518519,0.9099099099099099,0.8004545454545455
clf_0_111_13_4_Baseline_Intercept_0_nohp,clf,0,111,13,4,Baseline,Intercept,0,nohp,0.0019457340240478516,True,0.7857142857142857,0.4791666666666667,0.8738738738738738,0.45145631067961167
clf_0_111_13_4_GLM_Ridge_0_nohp,clf,0,111,13,4,GLM,Ridge,0,nohp,0.0291445255279541,True,0.8571428571428571,0.65625,0.9369369369369369,0.6304611650485437
clf_0_111_13_4_GLM_LinearRidge_0_nohp,clf,0,111,13,4,GLM,LinearRidge,0,nohp,0.0038709640502929688,True,0.8571428571428571,0.53125,0.9369369369369369,0.6814320388349515
clf_0_111_13_4_GLM_Lasso_0_nohp,clf,0,111,13,4,GLM,Lasso,0,nohp,0.1213984489440918,True,0.8571428571428571,0.5,0.9279279279279279,0.5
clf_0_111_13_4_GLM_Enet_0_nohp,clf,0,111,13,4,GLM,Enet,0,nohp,0.2228999137878418,True,0.8571428571428571,0.5,0.9279279279279279,0.5
clf_0_111_13_4_QDA_QDA_0_nohp,clf,0,111,13,4,QDA,QDA,0,nohp,0.0029277801513671875,True,0.39285714285714285,0.4375,0.46846846846846846,0.7135922330097088
clf_0_111_13_4_TREE_CART_0_nohp,clf,0,111,13,4,TREE,CART,0,nohp,0.0027229785919189453,True,0.8571428571428571,0.7708333333333334,0.9459459459459459,0.9302184466019418
clf_0_111_13_4_TREE_XCART_0_nohp,clf,0,111,13,4,TREE,XCART,0,nohp,0.002325296401977539,True,0.8571428571428571,0.6354166666666666,0.9459459459459459,0.9302184466019418
clf_0_111_13_4_RF_XRF_0_nohp,clf,0,111,13,4,RF,XRF,0,nohp,0.09479975700378418,True,0.8571428571428571,0.703125,0.9459459459459459,0.9302184466019418
clf_0_111_13_4_GBDT_xgb_sklearn_0_nohp,clf,0,111,13,4,GBDT,xgb_sklearn,0,nohp,0.03836798667907715,True,0.8571428571428571,0.59375,0.9459459459459459,0.9302184466019418
clf_0_111_13_4_GBDT_ADABoost_0_nohp,clf,0,111,13,4,GBDT,ADABoost,0,nohp,0.07060480117797852,True,0.8571428571428571,0.5520833333333334,0.9369369369369369,0.7530339805825242
clf_0_111_13_4_NN_MLP_sklearn_0_nohp,clf,0,111,13,4,NN,MLP_sklearn,0,nohp,0.12406373023986816,True,0.8571428571428571,0.5416666666666666,0.9459459459459459,0.9150485436893203
clf_0_111_13_4_RF_RF_0_nohp,clf,0,111,13,4,RF,RF,0,nohp,0.12365865707397461,True,0.8571428571428571,0.6927083333333334,0.9459459459459459,0.9302184466019416
clf_0_111_13_4_GBDT_XGBoost_0_nohp,clf,0,111,13,4,GBDT,XGBoost,0,nohp,0.017810583114624023,True,0.8571428571428571,0.8072916666666666,0.9369369369369369,0.8391990291262137
clf_0_111_13_4_GBDT_LGBM_0_nohp,clf,0,111,13,4,GBDT,LGBM,0,nohp,0.008234262466430664,True,0.8571428571428571,0.8541666666666667,0.9279279279279279,0.6559466019417476
clf_0_111_13_4_mlrnet_mlrnetfast_0_nohp,clf,0,111,13,4,mlrnet,mlrnetfast,0,nohp,1.1962621212005615,True,0.8571428571428571,0.65625,0.9369369369369369,0.8671116504854369
clf_0_111_13_4_NN_regularnetfast_0_nohp,clf,0,111,13,4,NN,regularnetfast,0,nohp,0.9356253147125244,True,0.8571428571428571,0.6979166666666666,0.9369369369369369,0.8561893203883496
clf_0_111_13_5_Baseline_Intercept_0_nohp,clf,0,111,13,5,Baseline,Intercept,0,nohp,0.001988649368286133,True,0.8214285714285714,0.46153846153846156,0.8378378378378378,0.4603960396039604
clf_0_111_13_5_GLM_Ridge_0_nohp,clf,0,111,13,5,GLM,Ridge,0,nohp,0.02950429916381836,True,0.9285714285714286,0.6538461538461539,0.918918918918919,0.7292079207920792
clf_0_111_13_5_GLM_LinearRidge_0_nohp,clf,0,111,13,5,GLM,LinearRidge,0,nohp,0.004066944122314453,True,0.9285714285714286,0.6923076923076923,0.918918918918919,0.7183168316831683
clf_0_111_13_5_GLM_Lasso_0_nohp,clf,0,111,13,5,GLM,Lasso,0,nohp,0.12145566940307617,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_5_GLM_Enet_0_nohp,clf,0,111,13,5,GLM,Enet,0,nohp,0.21808385848999023,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_5_QDA_QDA_0_nohp,clf,0,111,13,5,QDA,QDA,0,nohp,0.003732919692993164,True,0.8214285714285714,0.5,0.8288288288288288,0.7673267326732675
clf_0_111_13_5_TREE_CART_0_nohp,clf,0,111,13,5,TREE,CART,0,nohp,0.003330707550048828,True,0.9285714285714286,0.5673076923076923,0.9369369369369369,0.9410891089108911
clf_0_111_13_5_TREE_XCART_0_nohp,clf,0,111,13,5,TREE,XCART,0,nohp,0.0024814605712890625,True,0.9285714285714286,0.5769230769230769,0.9369369369369369,0.9410891089108911
clf_0_111_13_5_RF_XRF_0_nohp,clf,0,111,13,5,RF,XRF,0,nohp,0.09459137916564941,True,0.9285714285714286,0.5384615384615385,0.9369369369369369,0.9410891089108911
clf_0_111_13_5_GBDT_xgb_sklearn_0_nohp,clf,0,111,13,5,GBDT,xgb_sklearn,0,nohp,0.03878951072692871,True,0.9285714285714286,0.4615384615384615,0.9369369369369369,0.9410891089108911
clf_0_111_13_5_GBDT_ADABoost_0_nohp,clf,0,111,13,5,GBDT,ADABoost,0,nohp,0.06970763206481934,True,0.9285714285714286,0.7115384615384616,0.918918918918919,0.7727722772277228
clf_0_111_13_5_NN_MLP_sklearn_0_nohp,clf,0,111,13,5,NN,MLP_sklearn,0,nohp,0.12360239028930664,True,0.9285714285714286,0.5384615384615385,0.9279279279279279,0.9301980198019802
clf_0_111_13_5_RF_RF_0_nohp,clf,0,111,13,5,RF,RF,0,nohp,0.12320566177368164,True,0.9285714285714286,0.5,0.9369369369369369,0.941089108910891
clf_0_111_13_5_GBDT_XGBoost_0_nohp,clf,0,111,13,5,GBDT,XGBoost,0,nohp,0.019994020462036133,True,0.9285714285714286,0.673076923076923,0.9279279279279279,0.8663366336633663
clf_0_111_13_5_GBDT_LGBM_0_nohp,clf,0,111,13,5,GBDT,LGBM,0,nohp,0.0087738037109375,True,0.9285714285714286,0.7692307692307692,0.9099099099099099,0.7599009900990099
clf_0_111_13_5_mlrnet_mlrnetfast_0_nohp,clf,0,111,13,5,mlrnet,mlrnetfast,0,nohp,1.1081347465515137,True,0.9285714285714286,0.5576923076923077,0.9279279279279279,0.8361386138613861
clf_0_111_13_5_NN_regularnetfast_0_nohp,clf,0,111,13,5,NN,regularnetfast,0,nohp,0.9657094478607178,True,0.9285714285714286,0.4423076923076923,0.918918918918919,0.8698019801980198
clf_0_111_13_6_Baseline_Intercept_0_nohp,clf,0,111,13,6,Baseline,Intercept,0,nohp,0.0007407665252685547,False,None,None,None,None
clf_0_111_13_6_GLM_Ridge_0_nohp,clf,0,111,13,6,GLM,Ridge,0,nohp,0.02842998504638672,False,None,None,None,None
clf_0_111_13_6_GLM_LinearRidge_0_nohp,clf,0,111,13,6,GLM,LinearRidge,0,nohp,0.002153635025024414,False,None,None,None,None
clf_0_111_13_6_GLM_Lasso_0_nohp,clf,0,111,13,6,GLM,Lasso,0,nohp,0.13329792022705078,False,None,None,None,None
clf_0_111_13_6_GLM_Enet_0_nohp,clf,0,111,13,6,GLM,Enet,0,nohp,0.221923828125,False,None,None,None,None
clf_0_111_13_6_QDA_QDA_0_nohp,clf,0,111,13,6,QDA,QDA,0,nohp,0.0012340545654296875,False,None,None,None,None
clf_0_111_13_6_TREE_CART_0_nohp,clf,0,111,13,6,TREE,CART,0,nohp,0.0011684894561767578,False,None,None,None,None
clf_0_111_13_6_TREE_XCART_0_nohp,clf,0,111,13,6,TREE,XCART,0,nohp,0.0009331703186035156,False,None,None,None,None
clf_0_111_13_6_RF_XRF_0_nohp,clf,0,111,13,6,RF,XRF,0,nohp,0.07893538475036621,False,None,None,None,None
clf_0_111_13_6_GBDT_xgb_sklearn_0_nohp,clf,0,111,13,6,GBDT,xgb_sklearn,0,nohp,0.03689122200012207,False,None,None,None,None
clf_0_111_13_6_GBDT_ADABoost_0_nohp,clf,0,111,13,6,GBDT,ADABoost,0,nohp,0.06095290184020996,False,None,None,None,None
clf_0_111_13_6_NN_MLP_sklearn_0_nohp,clf,0,111,13,6,NN,MLP_sklearn,0,nohp,0.1170661449432373,False,None,None,None,None
clf_0_111_13_6_RF_RF_0_nohp,clf,0,111,13,6,RF,RF,0,nohp,0.10608267784118652,False,None,None,None,None
clf_0_111_13_6_GBDT_XGBoost_0_nohp,clf,0,111,13,6,GBDT,XGBoost,0,nohp,0.021607398986816406,False,None,None,None,None
clf_0_111_13_6_GBDT_LGBM_0_nohp,clf,0,111,13,6,GBDT,LGBM,0,nohp,0.007184505462646484,False,None,None,None,None
clf_0_111_13_6_mlrnet_mlrnetfast_0_nohp,clf,0,111,13,6,mlrnet,mlrnetfast,0,nohp,1.1355454921722412,False,None,None,None,None
clf_0_111_13_6_NN_regularnetfast_0_nohp,clf,0,111,13,6,NN,regularnetfast,0,nohp,0.9563803672790527,False,None,None,None,None
clf_0_111_13_7_Baseline_Intercept_0_nohp,clf,0,111,13,7,Baseline,Intercept,0,nohp,0.001996278762817383,True,0.8571428571428571,0.4807692307692308,0.8558558558558559,0.4405940594059406
clf_0_111_13_7_GLM_Ridge_0_nohp,clf,0,111,13,7,GLM,Ridge,0,nohp,0.029445648193359375,True,0.9642857142857143,0.6442307692307693,0.9099099099099099,0.7019801980198019
clf_0_111_13_7_GLM_LinearRidge_0_nohp,clf,0,111,13,7,GLM,LinearRidge,0,nohp,0.0037403106689453125,True,0.9285714285714286,0.47115384615384615,0.9099099099099099,0.6712871287128712
clf_0_111_13_7_GLM_Lasso_0_nohp,clf,0,111,13,7,GLM,Lasso,0,nohp,0.1675403118133545,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_7_GLM_Enet_0_nohp,clf,0,111,13,7,GLM,Enet,0,nohp,0.2071695327758789,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_7_QDA_QDA_0_nohp,clf,0,111,13,7,QDA,QDA,0,nohp,0.0029001235961914062,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_7_TREE_CART_0_nohp,clf,0,111,13,7,TREE,CART,0,nohp,0.0026481151580810547,True,0.9285714285714286,0.6634615384615383,0.9369369369369369,0.9386138613861387
clf_0_111_13_7_TREE_XCART_0_nohp,clf,0,111,13,7,TREE,XCART,0,nohp,0.0023899078369140625,True,0.8928571428571429,0.34615384615384615,0.9369369369369369,0.9386138613861387
clf_0_111_13_7_RF_XRF_0_nohp,clf,0,111,13,7,RF,XRF,0,nohp,0.09528422355651855,True,0.9285714285714286,0.6346153846153846,0.9369369369369369,0.9386138613861387
clf_0_111_13_7_GBDT_xgb_sklearn_0_nohp,clf,0,111,13,7,GBDT,xgb_sklearn,0,nohp,0.040169477462768555,True,0.8571428571428571,0.3942307692307692,0.9369369369369369,0.9386138613861386
clf_0_111_13_7_GBDT_ADABoost_0_nohp,clf,0,111,13,7,GBDT,ADABoost,0,nohp,0.07421207427978516,True,0.9285714285714286,0.2596153846153846,0.9009009009009009,0.7188118811881189
clf_0_111_13_7_NN_MLP_sklearn_0_nohp,clf,0,111,13,7,NN,MLP_sklearn,0,nohp,0.12382102012634277,True,0.9642857142857143,0.7788461538461539,0.918918918918919,0.9217821782178217
clf_0_111_13_7_RF_RF_0_nohp,clf,0,111,13,7,RF,RF,0,nohp,0.12323856353759766,True,0.9285714285714286,0.4519230769230769,0.9369369369369369,0.9386138613861387
clf_0_111_13_7_GBDT_XGBoost_0_nohp,clf,0,111,13,7,GBDT,XGBoost,0,nohp,0.02003002166748047,True,0.9285714285714286,0.16346153846153844,0.918918918918919,0.8811881188118812
clf_0_111_13_7_GBDT_LGBM_0_nohp,clf,0,111,13,7,GBDT,LGBM,0,nohp,0.009207963943481445,True,0.9285714285714286,0.326923076923077,0.9099099099099099,0.7618811881188119
clf_0_111_13_7_mlrnet_mlrnetfast_0_nohp,clf,0,111,13,7,mlrnet,mlrnetfast,0,nohp,1.5027248859405518,True,0.9285714285714286,0.3173076923076923,0.918918918918919,0.897029702970297
clf_0_111_13_7_NN_regularnetfast_0_nohp,clf,0,111,13,7,NN,regularnetfast,0,nohp,0.9235036373138428,True,0.9285714285714286,0.7980769230769231,0.9099099099099099,0.42871287128712876
clf_0_111_13_8_Baseline_Intercept_0_nohp,clf,0,111,13,8,Baseline,Intercept,0,nohp,0.0021409988403320312,True,0.8928571428571429,0.40384615384615385,0.8378378378378378,0.4856435643564357
clf_0_111_13_8_GLM_Ridge_0_nohp,clf,0,111,13,8,GLM,Ridge,0,nohp,0.029697179794311523,True,0.9642857142857143,0.8365384615384616,0.9099099099099099,0.6509900990099011
clf_0_111_13_8_GLM_LinearRidge_0_nohp,clf,0,111,13,8,GLM,LinearRidge,0,nohp,0.004153728485107422,True,0.9285714285714286,0.7596153846153846,0.9099099099099099,0.650990099009901
clf_0_111_13_8_GLM_Lasso_0_nohp,clf,0,111,13,8,GLM,Lasso,0,nohp,0.2546241283416748,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_8_GLM_Enet_0_nohp,clf,0,111,13,8,GLM,Enet,0,nohp,0.21920561790466309,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_8_QDA_QDA_0_nohp,clf,0,111,13,8,QDA,QDA,0,nohp,0.0030012130737304688,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_8_TREE_CART_0_nohp,clf,0,111,13,8,TREE,CART,0,nohp,0.0028312206268310547,True,0.9285714285714286,0.9038461538461539,0.9369369369369369,0.9400990099009902
clf_0_111_13_8_TREE_XCART_0_nohp,clf,0,111,13,8,TREE,XCART,0,nohp,0.0025212764739990234,True,0.9642857142857143,0.9326923076923076,0.9369369369369369,0.9400990099009902
clf_0_111_13_8_RF_XRF_0_nohp,clf,0,111,13,8,RF,XRF,0,nohp,0.09577393531799316,True,0.9285714285714286,0.8942307692307692,0.9369369369369369,0.9400990099009902
clf_0_111_13_8_GBDT_xgb_sklearn_0_nohp,clf,0,111,13,8,GBDT,xgb_sklearn,0,nohp,0.0397801399230957,True,0.8928571428571429,0.8557692307692307,0.9369369369369369,0.9400990099009902
