id,task,dataset,n,p,dataset_seed,category,method,method_seed,HPs,time,success,ACC,AUC,ACCtrain,AUCtrain
clf_4_239_12_5_TREE_XCART_0_nohp,clf,4,239,12,5,TREE,XCART,0,nohp,0.0026047229766845703,True,0.7,0.6484268125854993,1.0,1.0
clf_4_239_12_5_RF_XRF_0_nohp,clf,4,239,12,5,RF,XRF,0,nohp,0.11156487464904785,True,0.75,0.8276333789329686,1.0,1.0
clf_4_239_12_5_GBDT_xgb_sklearn_0_nohp,clf,4,239,12,5,GBDT,xgb_sklearn,0,nohp,0.07064580917358398,True,0.8166666666666667,0.8618331053351573,1.0,1.0
clf_4_239_12_5_GBDT_ADABoost_0_nohp,clf,4,239,12,5,GBDT,ADABoost,0,nohp,0.08098816871643066,True,0.8333333333333334,0.8645690834473323,0.9665271966527197,0.9979430379746835
clf_4_239_12_5_NN_MLP_sklearn_0_nohp,clf,4,239,12,5,NN,MLP_sklearn,0,nohp,0.24300169944763184,True,0.8166666666666667,0.8290013679890561,0.9205020920502092,0.9768196202531646
clf_4_239_12_5_RF_RF_0_nohp,clf,4,239,12,5,RF,RF,0,nohp,0.1398177146911621,True,0.8166666666666667,0.8693570451436389,1.0,1.0
clf_4_239_12_5_GBDT_XGBoost_0_nohp,clf,4,239,12,5,GBDT,XGBoost,0,nohp,0.03383755683898926,True,0.8333333333333334,0.8727770177838576,1.0,1.0
clf_4_239_12_5_GBDT_LGBM_0_nohp,clf,4,239,12,5,GBDT,LGBM,0,nohp,0.019955873489379883,True,0.85,0.853625170998632,1.0,1.0
clf_4_239_12_5_mlrnet_mlrnetfast_0_nohp,clf,4,239,12,5,mlrnet,mlrnetfast,0,nohp,1.1255619525909424,True,0.8,0.826265389876881,0.8661087866108786,0.9383702531645569
clf_4_239_12_5_NN_regularnetfast_0_nohp,clf,4,239,12,5,NN,regularnetfast,0,nohp,0.9992380142211914,True,0.8166666666666667,0.8331053351573188,0.8744769874476988,0.9513449367088608
clf_4_239_12_6_Baseline_Intercept_0_nohp,clf,4,239,12,6,Baseline,Intercept,0,nohp,0.0021910667419433594,True,0.5333333333333333,0.5347222222222222,0.5732217573221757,0.46739853626081174
clf_4_239_12_6_GLM_Ridge_0_nohp,clf,4,239,12,6,GLM,Ridge,0,nohp,0.03263592720031738,True,0.7333333333333333,0.7962962962962963,0.8661087866108786,0.9177478376580173
clf_4_239_12_6_GLM_LinearRidge_0_nohp,clf,4,239,12,6,GLM,LinearRidge,0,nohp,0.0043582916259765625,True,0.6666666666666666,0.8009259259259259,0.8786610878661087,0.9214071856287425
clf_4_239_12_6_GLM_Lasso_0_nohp,clf,4,239,12,6,GLM,Lasso,0,nohp,0.033773183822631836,True,0.6666666666666666,0.8009259259259259,0.8828451882845189,0.9184131736526947
clf_4_239_12_6_GLM_Enet_0_nohp,clf,4,239,12,6,GLM,Enet,0,nohp,0.1342453956604004,True,0.6833333333333333,0.8009259259259259,0.8744769874476988,0.9187458416500334
clf_4_239_12_6_QDA_QDA_0_nohp,clf,4,239,12,6,QDA,QDA,0,nohp,0.0033044815063476562,True,0.6333333333333333,0.6620370370370371,0.8242677824267782,0.9127578176979374
clf_4_239_12_6_TREE_CART_0_nohp,clf,4,239,12,6,TREE,CART,0,nohp,0.0033419132232666016,True,0.75,0.736111111111111,1.0,1.0
clf_4_239_12_6_TREE_XCART_0_nohp,clf,4,239,12,6,TREE,XCART,0,nohp,0.0026612281799316406,True,0.7,0.6805555555555556,1.0,1.0
clf_4_239_12_6_RF_XRF_0_nohp,clf,4,239,12,6,RF,XRF,0,nohp,0.11377549171447754,True,0.7166666666666667,0.8530092592592593,1.0,1.0
clf_4_239_12_6_GBDT_xgb_sklearn_0_nohp,clf,4,239,12,6,GBDT,xgb_sklearn,0,nohp,0.07640361785888672,True,0.8,0.8761574074074074,1.0,1.0
clf_4_239_12_6_GBDT_ADABoost_0_nohp,clf,4,239,12,6,GBDT,ADABoost,0,nohp,0.08698272705078125,True,0.7833333333333333,0.8368055555555556,0.9497907949790795,0.9951763140385895
clf_4_239_12_6_NN_MLP_sklearn_0_nohp,clf,4,239,12,6,NN,MLP_sklearn,0,nohp,0.24000263214111328,True,0.6333333333333333,0.7847222222222223,0.9246861924686193,0.9700598802395208
clf_4_239_12_6_RF_RF_0_nohp,clf,4,239,12,6,RF,RF,0,nohp,0.1357119083404541,True,0.8,0.9039351851851851,1.0,1.0
clf_4_239_12_6_GBDT_XGBoost_0_nohp,clf,4,239,12,6,GBDT,XGBoost,0,nohp,0.03353476524353027,True,0.8,0.8842592592592593,1.0,1.0
clf_4_239_12_6_GBDT_LGBM_0_nohp,clf,4,239,12,6,GBDT,LGBM,0,nohp,0.0200958251953125,True,0.7833333333333333,0.8946759259259258,1.0,1.0
clf_4_239_12_6_mlrnet_mlrnetfast_0_nohp,clf,4,239,12,6,mlrnet,mlrnetfast,0,nohp,1.2032828330993652,True,0.7,0.787037037037037,0.895397489539749,0.9481037924151696
clf_4_239_12_6_NN_regularnetfast_0_nohp,clf,4,239,12,6,NN,regularnetfast,0,nohp,0.9740774631500244,True,0.65,0.7708333333333334,0.8744769874476988,0.9360445775116433
clf_4_239_12_7_Baseline_Intercept_0_nohp,clf,4,239,12,7,Baseline,Intercept,0,nohp,0.0021483898162841797,True,0.6333333333333333,0.5403726708074534,0.5439330543933054,0.5379835327015691
clf_4_239_12_7_GLM_Ridge_0_nohp,clf,4,239,12,7,GLM,Ridge,0,nohp,0.03201174736022949,True,0.8833333333333333,0.8633540372670807,0.8451882845188284,0.8952928382787012
clf_4_239_12_7_GLM_LinearRidge_0_nohp,clf,4,239,12,7,GLM,LinearRidge,0,nohp,0.0038988590240478516,True,0.8833333333333333,0.8664596273291925,0.8493723849372385,0.8966133291906168
clf_4_239_12_7_GLM_Lasso_0_nohp,clf,4,239,12,7,GLM,Lasso,0,nohp,0.03249669075012207,True,0.8833333333333333,0.8354037267080745,0.8368200836820083,0.897079384806587
clf_4_239_12_7_GLM_Enet_0_nohp,clf,4,239,12,7,GLM,Enet,0,nohp,0.11459708213806152,True,0.8833333333333333,0.860248447204969,0.8451882845188284,0.894516078918751
clf_4_239_12_7_QDA_QDA_0_nohp,clf,4,239,12,7,QDA,QDA,0,nohp,0.0034563541412353516,True,0.8833333333333333,0.8928571428571428,0.803347280334728,0.8820102532235513
clf_4_239_12_7_TREE_CART_0_nohp,clf,4,239,12,7,TREE,CART,0,nohp,0.003204345703125,True,0.85,0.7779503105590062,1.0,1.0
clf_4_239_12_7_TREE_XCART_0_nohp,clf,4,239,12,7,TREE,XCART,0,nohp,0.002586841583251953,True,0.7833333333333333,0.734472049689441,1.0,1.0
clf_4_239_12_7_RF_XRF_0_nohp,clf,4,239,12,7,RF,XRF,0,nohp,0.11214256286621094,True,0.9,0.937111801242236,1.0,1.0
clf_4_239_12_7_GBDT_xgb_sklearn_0_nohp,clf,4,239,12,7,GBDT,xgb_sklearn,0,nohp,0.07072281837463379,True,0.9166666666666666,0.9409937888198758,1.0,1.0
clf_4_239_12_7_GBDT_ADABoost_0_nohp,clf,4,239,12,7,GBDT,ADABoost,0,nohp,0.08031034469604492,True,0.8666666666666667,0.920807453416149,0.9330543933054394,0.9915333229765418
clf_4_239_12_7_NN_MLP_sklearn_0_nohp,clf,4,239,12,7,NN,MLP_sklearn,0,nohp,0.22751498222351074,True,0.85,0.8649068322981366,0.899581589958159,0.961938791362436
clf_4_239_12_7_RF_RF_0_nohp,clf,4,239,12,7,RF,RF,0,nohp,0.1380155086517334,True,0.9333333333333333,0.9565217391304347,1.0,1.0
clf_4_239_12_7_GBDT_XGBoost_0_nohp,clf,4,239,12,7,GBDT,XGBoost,0,nohp,0.03680229187011719,True,0.9,0.9580745341614907,1.0,1.0
clf_4_239_12_7_GBDT_LGBM_0_nohp,clf,4,239,12,7,GBDT,LGBM,0,nohp,0.019526004791259766,True,0.9166666666666666,0.9580745341614907,1.0,1.0
clf_4_239_12_7_mlrnet_mlrnetfast_0_nohp,clf,4,239,12,7,mlrnet,mlrnetfast,0,nohp,1.1486217975616455,True,0.8833333333333333,0.8726708074534162,0.8828451882845189,0.9337424265962404
clf_4_239_12_7_NN_regularnetfast_0_nohp,clf,4,239,12,7,NN,regularnetfast,0,nohp,0.9833178520202637,True,0.85,0.888198757763975,0.799163179916318,0.8990989591424576
clf_4_239_12_8_Baseline_Intercept_0_nohp,clf,4,239,12,8,Baseline,Intercept,0,nohp,0.0021953582763671875,True,0.5333333333333333,0.4842681258549932,0.5397489539748954,0.5241693037974683
clf_4_239_12_8_GLM_Ridge_0_nohp,clf,4,239,12,8,GLM,Ridge,0,nohp,0.03342747688293457,True,0.7833333333333333,0.8440492476060192,0.8493723849372385,0.9093354430379748
clf_4_239_12_8_GLM_LinearRidge_0_nohp,clf,4,239,12,8,GLM,LinearRidge,0,nohp,0.0045549869537353516,True,0.7833333333333333,0.8385772913816689,0.8577405857740585,0.9088607594936708
clf_4_239_12_8_GLM_Lasso_0_nohp,clf,4,239,12,8,GLM,Lasso,0,nohp,0.034412384033203125,True,0.7833333333333333,0.8317373461012312,0.8451882845188284,0.9080696202531646
clf_4_239_12_8_GLM_Enet_0_nohp,clf,4,239,12,8,GLM,Enet,0,nohp,0.13086438179016113,True,0.7833333333333333,0.8372093023255813,0.8451882845188284,0.9079113924050632
clf_4_239_12_8_QDA_QDA_0_nohp,clf,4,239,12,8,QDA,QDA,0,nohp,0.003468036651611328,True,0.7166666666666667,0.7366621067031464,0.8284518828451883,0.9089398734177214
clf_4_239_12_8_TREE_CART_0_nohp,clf,4,239,12,8,TREE,CART,0,nohp,0.003478527069091797,True,0.8333333333333334,0.8125854993160054,1.0,1.0
clf_4_239_12_8_TREE_XCART_0_nohp,clf,4,239,12,8,TREE,XCART,0,nohp,0.0028274059295654297,True,0.6333333333333333,0.5663474692202461,1.0,1.0
clf_4_239_12_8_RF_XRF_0_nohp,clf,4,239,12,8,RF,XRF,0,nohp,0.11447954177856445,True,0.8166666666666667,0.8864569083447332,1.0,1.0
clf_4_239_12_8_GBDT_xgb_sklearn_0_nohp,clf,4,239,12,8,GBDT,xgb_sklearn,0,nohp,0.07894015312194824,True,0.8333333333333334,0.9110807113543091,0.99581589958159,1.0
clf_4_239_12_8_GBDT_ADABoost_0_nohp,clf,4,239,12,8,GBDT,ADABoost,0,nohp,0.08636307716369629,True,0.8333333333333334,0.8796169630642955,0.9456066945606695,0.9889240506329113
clf_4_239_12_8_NN_MLP_sklearn_0_nohp,clf,4,239,12,8,NN,MLP_sklearn,0,nohp,0.24724960327148438,True,0.75,0.8221614227086184,0.9288702928870293,0.969620253164557
clf_4_239_12_8_RF_RF_0_nohp,clf,4,239,12,8,RF,RF,0,nohp,0.14202141761779785,True,0.8666666666666667,0.93296853625171,1.0,1.0
clf_4_239_12_8_GBDT_XGBoost_0_nohp,clf,4,239,12,8,GBDT,XGBoost,0,nohp,0.03635764122009277,True,0.8833333333333333,0.9425444596443229,1.0,1.0
clf_4_239_12_8_GBDT_LGBM_0_nohp,clf,4,239,12,8,GBDT,LGBM,0,nohp,0.020683765411376953,True,0.9166666666666666,0.9316005471956225,1.0,1.0
clf_4_239_12_8_mlrnet_mlrnetfast_0_nohp,clf,4,239,12,8,mlrnet,mlrnetfast,0,nohp,1.1428749561309814,True,0.7833333333333333,0.8207934336525308,0.8828451882845189,0.9409018987341773
clf_4_239_12_8_NN_regularnetfast_0_nohp,clf,4,239,12,8,NN,regularnetfast,0,nohp,0.9775359630584717,True,0.7,0.7824897400820794,0.8284518828451883,0.9090981012658228
clf_4_239_12_9_Baseline_Intercept_0_nohp,clf,4,239,12,9,Baseline,Intercept,0,nohp,0.002163410186767578,True,0.6,0.41111111111111115,0.5271966527196653,0.5586029067041725
clf_4_239_12_9_GLM_Ridge_0_nohp,clf,4,239,12,9,GLM,Ridge,0,nohp,0.03307533264160156,True,0.85,0.8799999999999999,0.8326359832635983,0.9045163306766683
clf_4_239_12_9_GLM_LinearRidge_0_nohp,clf,4,239,12,9,GLM,LinearRidge,0,nohp,0.0040776729583740234,True,0.8666666666666667,0.8903703703703704,0.8368200836820083,0.9022503516174402
clf_4_239_12_9_GLM_Lasso_0_nohp,clf,4,239,12,9,GLM,Lasso,0,nohp,0.03292989730834961,True,0.85,0.8740740740740741,0.8242677824267782,0.9029535864978903
clf_4_239_12_9_GLM_Enet_0_nohp,clf,4,239,12,9,GLM,Enet,0,nohp,0.13104248046875,True,0.8333333333333334,0.874074074074074,0.8326359832635983,0.9021722144085013
clf_4_239_12_9_QDA_QDA_0_nohp,clf,4,239,12,9,QDA,QDA,0,nohp,0.0032868385314941406,True,0.7833333333333333,0.8148148148148148,0.8326359832635983,0.9052977027660571
clf_4_239_12_9_TREE_CART_0_nohp,clf,4,239,12,9,TREE,CART,0,nohp,0.0033130645751953125,True,0.8,0.8222222222222223,1.0,1.0
clf_4_239_12_9_TREE_XCART_0_nohp,clf,4,239,12,9,TREE,XCART,0,nohp,0.0026268959045410156,True,0.7333333333333333,0.6444444444444445,1.0,1.0
clf_4_239_12_9_RF_XRF_0_nohp,clf,4,239,12,9,RF,XRF,0,nohp,0.11347508430480957,True,0.8333333333333334,0.88,1.0,1.0
clf_4_239_12_9_GBDT_xgb_sklearn_0_nohp,clf,4,239,12,9,GBDT,xgb_sklearn,0,nohp,0.07387328147888184,True,0.8333333333333334,0.9007407407407407,1.0,1.0
clf_4_239_12_9_GBDT_ADABoost_0_nohp,clf,4,239,12,9,GBDT,ADABoost,0,nohp,0.08244514465332031,True,0.9166666666666666,0.8548148148148149,0.9414225941422594,0.990857946554149
clf_4_239_12_9_NN_MLP_sklearn_0_nohp,clf,4,239,12,9,NN,MLP_sklearn,0,nohp,0.24045944213867188,True,0.85,0.8681481481481481,0.8870292887029289,0.9639787466791686
clf_4_239_12_9_RF_RF_0_nohp,clf,4,239,12,9,RF,RF,0,nohp,0.1388540267944336,True,0.85,0.9259259259259259,1.0,1.0
clf_4_239_12_9_GBDT_XGBoost_0_nohp,clf,4,239,12,9,GBDT,XGBoost,0,nohp,0.03535938262939453,True,0.8666666666666667,0.9466666666666665,1.0,1.0
clf_4_239_12_9_GBDT_LGBM_0_nohp,clf,4,239,12,9,GBDT,LGBM,0,nohp,0.019664525985717773,True,0.9,0.9496296296296296,1.0,1.0
clf_4_239_12_9_mlrnet_mlrnetfast_0_nohp,clf,4,239,12,9,mlrnet,mlrnetfast,0,nohp,1.1022720336914062,True,0.75,0.7585185185185186,0.6778242677824268,0.8398968588842006
clf_4_239_12_9_NN_regularnetfast_0_nohp,clf,4,239,12,9,NN,regularnetfast,0,nohp,0.9997506141662598,True,0.8166666666666667,0.8503703703703703,0.8661087866108786,0.9546804188154399
clf_5_96_14_0_GLM_LinearRidge_0_nohp,clf,5,96,14,0,GLM,LinearRidge,0,nohp,0.16062712669372559,True,0.88,0.9155844155844156,0.9375,0.998046875
clf_5_96_14_0_GLM_Lasso_0_nohp,clf,5,96,14,0,GLM,Lasso,0,nohp,0.029417753219604492,True,0.92,0.948051948051948,1.0,1.0
clf_5_96_14_0_GLM_Enet_0_nohp,clf,5,96,14,0,GLM,Enet,0,nohp,0.22035503387451172,True,0.88,0.935064935064935,1.0,1.0
clf_5_96_14_0_QDA_QDA_0_nohp,clf,5,96,14,0,QDA,QDA,0,nohp,0.005068540573120117,True,0.88,0.922077922077922,0.9166666666666666,0.97705078125
clf_5_96_14_0_TREE_CART_0_nohp,clf,5,96,14,0,TREE,CART,0,nohp,0.0029811859130859375,True,0.92,0.9188311688311689,1.0,1.0
clf_5_96_14_0_TREE_XCART_0_nohp,clf,5,96,14,0,TREE,XCART,0,nohp,0.0025718212127685547,True,0.8,0.801948051948052,1.0,1.0
clf_5_96_14_0_RF_XRF_0_nohp,clf,5,96,14,0,RF,XRF,0,nohp,0.09670829772949219,True,0.88,0.9415584415584415,1.0,1.0
clf_5_96_14_0_GBDT_xgb_sklearn_0_nohp,clf,5,96,14,0,GBDT,xgb_sklearn,0,nohp,0.03867173194885254,True,0.92,0.9188311688311689,1.0,1.0
clf_5_96_14_0_GBDT_ADABoost_0_nohp,clf,5,96,14,0,GBDT,ADABoost,0,nohp,0.00455784797668457,True,0.92,0.9188311688311689,1.0,1.0
clf_5_96_14_0_NN_MLP_sklearn_0_nohp,clf,5,96,14,0,NN,MLP_sklearn,0,nohp,0.12430930137634277,True,0.92,0.9025974025974026,0.9895833333333334,1.0
clf_5_96_14_0_RF_RF_0_nohp,clf,5,96,14,0,RF,RF,0,nohp,0.12202072143554688,True,0.92,0.9870129870129869,1.0,1.0
clf_5_96_14_0_GBDT_XGBoost_0_nohp,clf,5,96,14,0,GBDT,XGBoost,0,nohp,0.04030156135559082,True,0.92,0.9155844155844156,1.0,1.0
clf_5_96_14_0_GBDT_LGBM_0_nohp,clf,5,96,14,0,GBDT,LGBM,0,nohp,0.0307769775390625,True,0.92,0.8766233766233765,1.0,1.0
clf_5_96_14_0_mlrnet_mlrnetfast_0_nohp,clf,5,96,14,0,mlrnet,mlrnetfast,0,nohp,5.893882989883423,True,0.92,0.8961038961038961,0.9791666666666666,0.99853515625
clf_5_96_14_0_NN_regularnetfast_0_nohp,clf,5,96,14,0,NN,regularnetfast,0,nohp,0.9775285720825195,True,0.92,0.8961038961038961,0.96875,0.99462890625
clf_5_96_14_1_Baseline_Intercept_0_nohp,clf,5,96,14,1,Baseline,Intercept,0,nohp,0.0039179325103759766,True,0.6,0.6284722222222222,0.5520833333333334,0.5260910815939279
clf_5_96_14_1_GLM_Ridge_0_nohp,clf,5,96,14,1,GLM,Ridge,0,nohp,0.03138303756713867,True,0.84,0.9583333333333333,0.9583333333333334,0.980550284629981
clf_5_96_14_1_GLM_LinearRidge_0_nohp,clf,5,96,14,1,GLM,LinearRidge,0,nohp,0.008003950119018555,True,0.92,0.9722222222222222,0.9375,0.9843453510436433
clf_5_96_14_1_GLM_Lasso_0_nohp,clf,5,96,14,1,GLM,Lasso,0,nohp,0.03579354286193848,True,1.0,1.0,0.96875,0.9850569259962049
clf_5_96_14_1_GLM_Enet_0_nohp,clf,5,96,14,1,GLM,Enet,0,nohp,0.21993303298950195,True,0.96,0.9722222222222222,0.9791666666666666,0.9857685009487664
clf_5_96_14_1_QDA_QDA_0_nohp,clf,5,96,14,1,QDA,QDA,0,nohp,0.003338336944580078,True,0.76,0.8506944444444444,0.84375,0.888045540796964
clf_5_96_14_1_TREE_CART_0_nohp,clf,5,96,14,1,TREE,CART,0,nohp,0.002783060073852539,True,0.96,0.96875,1.0,1.0
clf_5_96_14_1_TREE_XCART_0_nohp,clf,5,96,14,1,TREE,XCART,0,nohp,0.0026001930236816406,True,0.84,0.8263888888888888,1.0,1.0
clf_5_96_14_1_RF_XRF_0_nohp,clf,5,96,14,1,RF,XRF,0,nohp,0.09525704383850098,True,0.88,0.9583333333333333,1.0,1.0
clf_5_96_14_1_GBDT_xgb_sklearn_0_nohp,clf,5,96,14,1,GBDT,xgb_sklearn,0,nohp,0.04534101486206055,True,0.96,1.0,1.0,1.0
clf_5_96_14_1_GBDT_ADABoost_0_nohp,clf,5,96,14,1,GBDT,ADABoost,0,nohp,0.07277035713195801,True,1.0,1.0,1.0,1.0
clf_5_96_14_1_NN_MLP_sklearn_0_nohp,clf,5,96,14,1,NN,MLP_sklearn,0,nohp,0.1145181655883789,True,0.92,0.9375,0.96875,0.9943074003795067
clf_5_96_14_1_RF_RF_0_nohp,clf,5,96,14,1,RF,RF,0,nohp,0.12068915367126465,True,1.0,1.0,1.0,1.0
clf_5_96_14_1_GBDT_XGBoost_0_nohp,clf,5,96,14,1,GBDT,XGBoost,0,nohp,0.015200376510620117,True,1.0,1.0,0.9895833333333334,1.0
clf_5_96_14_1_GBDT_LGBM_0_nohp,clf,5,96,14,1,GBDT,LGBM,0,nohp,0.011304616928100586,True,1.0,1.0,1.0,1.0
clf_5_96_14_1_mlrnet_mlrnetfast_0_nohp,clf,5,96,14,1,mlrnet,mlrnetfast,0,nohp,1.5475785732269287,True,0.92,0.9722222222222222,0.9895833333333334,1.0
clf_5_96_14_1_NN_regularnetfast_0_nohp,clf,5,96,14,1,NN,regularnetfast,0,nohp,1.460662603378296,True,0.88,0.9375,0.9791666666666666,1.0
clf_5_96_14_2_Baseline_Intercept_0_nohp,clf,5,96,14,2,Baseline,Intercept,0,nohp,0.002080202102661133,True,0.56,0.44485294117647056,0.53125,0.5096018735362997
clf_5_96_14_2_GLM_Ridge_0_nohp,clf,5,96,14,2,GLM,Ridge,0,nohp,0.0297696590423584,True,0.96,0.9926470588235294,0.96875,0.980327868852459
clf_5_96_14_2_GLM_LinearRidge_0_nohp,clf,5,96,14,2,GLM,LinearRidge,0,nohp,0.004278421401977539,True,0.84,0.9338235294117646,0.9479166666666666,0.9859484777517564
clf_5_96_14_2_GLM_Lasso_0_nohp,clf,5,96,14,2,GLM,Lasso,0,nohp,0.03343844413757324,True,1.0,1.0,0.96875,0.9857142857142858
clf_5_96_14_2_GLM_Enet_0_nohp,clf,5,96,14,2,GLM,Enet,0,nohp,0.22085118293762207,True,0.92,1.0,0.96875,0.9873536299765808
clf_5_96_14_2_QDA_QDA_0_nohp,clf,5,96,14,2,QDA,QDA,0,nohp,0.0032351016998291016,True,0.8,0.8639705882352942,0.8645833333333334,0.9346604215456674
clf_5_96_14_2_TREE_CART_0_nohp,clf,5,96,14,2,TREE,CART,0,nohp,0.0028328895568847656,True,1.0,1.0,1.0,1.0
clf_5_96_14_2_TREE_XCART_0_nohp,clf,5,96,14,2,TREE,XCART,0,nohp,0.0024824142456054688,True,1.0,1.0,1.0,1.0
clf_5_96_14_2_RF_XRF_0_nohp,clf,5,96,14,2,RF,XRF,0,nohp,0.09602499008178711,True,0.96,1.0,1.0,1.0
clf_5_96_14_2_GBDT_xgb_sklearn_0_nohp,clf,5,96,14,2,GBDT,xgb_sklearn,0,nohp,0.04572558403015137,True,0.96,1.0,1.0,1.0
clf_5_96_14_2_GBDT_ADABoost_0_nohp,clf,5,96,14,2,GBDT,ADABoost,0,nohp,0.07380127906799316,True,0.96,1.0,1.0,1.0
clf_5_96_14_2_NN_MLP_sklearn_0_nohp,clf,5,96,14,2,NN,MLP_sklearn,0,nohp,0.12042784690856934,True,0.96,0.9705882352941175,0.9791666666666666,0.9911007025761124
clf_5_96_14_2_RF_RF_0_nohp,clf,5,96,14,2,RF,RF,0,nohp,0.12315249443054199,True,1.0,1.0,1.0,1.0
clf_5_96_14_2_GBDT_XGBoost_0_nohp,clf,5,96,14,2,GBDT,XGBoost,0,nohp,0.01537466049194336,True,1.0,1.0,0.9895833333333334,1.0
clf_5_96_14_2_GBDT_LGBM_0_nohp,clf,5,96,14,2,GBDT,LGBM,0,nohp,0.0109710693359375,True,0.96,1.0,1.0,1.0
clf_5_96_14_2_mlrnet_mlrnetfast_0_nohp,clf,5,96,14,2,mlrnet,mlrnetfast,0,nohp,1.5665466785430908,True,0.92,0.9926470588235294,0.9895833333333334,1.0
clf_5_96_14_2_NN_regularnetfast_0_nohp,clf,5,96,14,2,NN,regularnetfast,0,nohp,1.5392606258392334,True,0.92,1.0,0.9895833333333334,1.0
clf_5_96_14_3_Baseline_Intercept_0_nohp,clf,5,96,14,3,Baseline,Intercept,0,nohp,0.0021049976348876953,True,0.52,0.5333333333333333,0.59375,0.5223665223665224
clf_5_96_14_3_GLM_Ridge_0_nohp,clf,5,96,14,3,GLM,Ridge,0,nohp,0.029560565948486328,True,0.92,0.9800000000000001,0.9791666666666666,0.9923039923039922
clf_5_96_14_3_GLM_LinearRidge_0_nohp,clf,5,96,14,3,GLM,LinearRidge,0,nohp,0.0037682056427001953,True,0.88,0.9533333333333334,0.9270833333333334,0.9894179894179893
clf_5_96_14_3_GLM_Lasso_0_nohp,clf,5,96,14,3,GLM,Lasso,0,nohp,0.032883405685424805,True,1.0,1.0,0.96875,0.9848484848484849
clf_5_96_14_3_GLM_Enet_0_nohp,clf,5,96,14,3,GLM,Enet,0,nohp,0.21709537506103516,True,0.92,0.9933333333333334,0.96875,0.9812409812409812
clf_5_96_14_3_QDA_QDA_0_nohp,clf,5,96,14,3,QDA,QDA,0,nohp,0.0032656192779541016,True,0.84,0.8933333333333333,0.9479166666666666,0.9615199615199614
clf_5_96_14_3_TREE_CART_0_nohp,clf,5,96,14,3,TREE,CART,0,nohp,0.002794504165649414,True,1.0,1.0,1.0,1.0
clf_5_96_14_3_TREE_XCART_0_nohp,clf,5,96,14,3,TREE,XCART,0,nohp,0.002501964569091797,True,0.92,0.9,1.0,1.0
clf_5_96_14_3_RF_XRF_0_nohp,clf,5,96,14,3,RF,XRF,0,nohp,0.14194035530090332,True,0.92,0.9933333333333333,1.0,1.0
clf_5_96_14_3_GBDT_xgb_sklearn_0_nohp,clf,5,96,14,3,GBDT,xgb_sklearn,0,nohp,0.044182538986206055,True,1.0,1.0,1.0,1.0
clf_5_96_14_3_GBDT_ADABoost_0_nohp,clf,5,96,14,3,GBDT,ADABoost,0,nohp,0.07353496551513672,True,1.0,1.0,1.0,1.0
clf_5_96_14_3_NN_MLP_sklearn_0_nohp,clf,5,96,14,3,NN,MLP_sklearn,0,nohp,0.11796283721923828,True,0.92,0.9333333333333333,0.9791666666666666,0.9942279942279941
clf_5_96_14_3_RF_RF_0_nohp,clf,5,96,14,3,RF,RF,0,nohp,0.12183070182800293,True,1.0,1.0,1.0,1.0
clf_5_96_14_3_GBDT_XGBoost_0_nohp,clf,5,96,14,3,GBDT,XGBoost,0,nohp,0.015584468841552734,True,1.0,1.0,0.9895833333333334,1.0
clf_5_96_14_3_GBDT_LGBM_0_nohp,clf,5,96,14,3,GBDT,LGBM,0,nohp,0.011286020278930664,True,1.0,1.0,1.0,1.0
clf_5_96_14_3_mlrnet_mlrnetfast_0_nohp,clf,5,96,14,3,mlrnet,mlrnetfast,0,nohp,1.1187770366668701,True,0.96,0.9933333333333334,0.9791666666666666,0.9975949975949976
clf_5_96_14_3_NN_regularnetfast_0_nohp,clf,5,96,14,3,NN,regularnetfast,0,nohp,1.0771660804748535,True,0.96,0.9933333333333334,0.9791666666666666,0.9971139971139972
clf_5_96_14_4_Baseline_Intercept_0_nohp,clf,5,96,14,4,Baseline,Intercept,0,nohp,0.0021085739135742188,True,0.56,0.5104166666666666,0.5833333333333334,0.540796963946869
clf_5_96_14_4_GLM_Ridge_0_nohp,clf,5,96,14,4,GLM,Ridge,0,nohp,0.031216144561767578,True,0.96,1.0,1.0,1.0
clf_5_96_14_4_GLM_LinearRidge_0_nohp,clf,5,96,14,4,GLM,LinearRidge,0,nohp,0.0042765140533447266,True,1.0,1.0,0.9375,0.9791271347248577
clf_5_96_14_4_GLM_Lasso_0_nohp,clf,5,96,14,4,GLM,Lasso,0,nohp,0.0356602668762207,True,1.0,1.0,0.96875,0.9836337760910816
clf_5_96_14_4_GLM_Enet_0_nohp,clf,5,96,14,4,GLM,Enet,0,nohp,0.22388887405395508,True,1.0,1.0,0.96875,0.9852941176470589
clf_5_96_14_4_QDA_QDA_0_nohp,clf,5,96,14,4,QDA,QDA,0,nohp,0.0032358169555664062,True,0.76,0.90625,0.78125,0.8757115749525616
clf_5_96_14_4_TREE_CART_0_nohp,clf,5,96,14,4,TREE,CART,0,nohp,0.002689838409423828,True,1.0,1.0,1.0,1.0
clf_5_96_14_4_TREE_XCART_0_nohp,clf,5,96,14,4,TREE,XCART,0,nohp,0.002566814422607422,True,0.92,0.9375,1.0,1.0
clf_5_96_14_4_RF_XRF_0_nohp,clf,5,96,14,4,RF,XRF,0,nohp,0.09668779373168945,True,1.0,1.0,1.0,1.0
