id,task,dataset,n,p,dataset_seed,category,method,method_seed,HPs,time,success,R2,R2train
reg_0_109_330_5_SVM_Kernel_0_nohp,reg,0,109,330,5,SVM,Kernel,0,nohp,0.0014102458953857422,True,-3.0878461031616116,0.9213657977146157
reg_0_109_330_5_SVM_NuSVM_0_nohp,reg,0,109,330,5,SVM,NuSVM,0,nohp,0.009503364562988281,True,0.04324822547613516,0.543888642648958
reg_0_109_330_5_NN_MLP_sklearn_0_nohp,reg,0,109,330,5,NN,MLP_sklearn,0,nohp,0.08794021606445312,True,-0.040671087607366374,0.9599863404863181
reg_0_109_330_5_RF_RF_0_nohp,reg,0,109,330,5,RF,RF,0,nohp,0.2630317211151123,True,-0.044262990679807546,0.8383627918370476
reg_0_109_330_6_Baseline_Intercept_0_nohp,reg,0,109,330,6,Baseline,Intercept,0,nohp,0.0005273818969726562,True,-0.022399030001453157,0.0
reg_0_109_330_6_GLM_Ridge_0_nohp,reg,0,109,330,6,GLM,Ridge,0,nohp,0.0021741390228271484,True,-0.4591237489576363,0.8958414266092436
reg_0_109_330_6_GLM_Lasso_0_nohp,reg,0,109,330,6,GLM,Lasso,0,nohp,3.3941285610198975,True,0.034856076232561484,0.24738033913810709
reg_0_109_330_6_GLM_Enet_0_nohp,reg,0,109,330,6,GLM,Enet,0,nohp,2.1962239742279053,True,0.030696144437382777,0.2909745226776642
reg_0_109_330_6_TREE_CART_0_nohp,reg,0,109,330,6,TREE,CART,0,nohp,0.004035234451293945,True,-0.7159923203279481,1.0
reg_0_109_330_6_RF_XRF_0_nohp,reg,0,109,330,6,RF,XRF,0,nohp,0.27874255180358887,True,-0.4566922989115332,1.0
reg_0_109_330_6_GBDT_xgb_sklearn_0_nohp,reg,0,109,330,6,GBDT,xgb_sklearn,0,nohp,0.08844804763793945,True,0.012676476437106232,0.9459185516045339
reg_0_109_330_6_SVM_Kernel_0_nohp,reg,0,109,330,6,SVM,Kernel,0,nohp,0.00140380859375,True,-2.377324427577845,0.9798717392390771
reg_0_109_330_6_SVM_NuSVM_0_nohp,reg,0,109,330,6,SVM,NuSVM,0,nohp,0.009031057357788086,True,0.11585386890598404,0.5749947760907554
reg_0_109_330_6_NN_MLP_sklearn_0_nohp,reg,0,109,330,6,NN,MLP_sklearn,0,nohp,0.06739091873168945,True,-0.08169953814225295,0.9994838865055463
reg_0_109_330_6_RF_RF_0_nohp,reg,0,109,330,6,RF,RF,0,nohp,0.2584571838378906,True,0.11418289960414973,0.8527554212146904
