id,task,dataset,n,p,dataset_seed,strat,category,method,method_seed,HPs,time,success,ACC,AUC,ACCtrain,AUCtrain
clf_7_348_48_1_False_RF_RF_0_nohp,clf,7,348,48,1,False,RF,RF,0,nohp,0.1387853622436523,True,0.9540229885057471,0.9798387096774194,1.0,1.0
clf_7_348_48_1_False_GBDT_XGBoost_0_nohp,clf,7,348,48,1,False,GBDT,XGBoost,0,nohp,0.0523078441619873,True,0.9540229885057471,0.9913594470046083,1.0,1.0
clf_7_348_48_1_False_GBDT_LGBM_0_nohp,clf,7,348,48,1,False,GBDT,LGBM,0,nohp,0.0273170471191406,True,0.9425287356321839,0.9902073732718895,1.0,1.0
clf_7_348_48_1_False_mlrnet_mlrnetfast_0_nohp,clf,7,348,48,1,False,mlrnet,mlrnetfast,0,nohp,1.2003514766693115,True,0.9425287356321839,0.9919354838709677,0.9798850574712644,0.9985816584218355
clf_7_348_48_1_False_NN_regularnetfast_0_nohp,clf,7,348,48,1,False,NN,regularnetfast,0,nohp,1.0545454025268557,True,0.9540229885057471,0.9867511520737328,0.9885057471264368,0.9997578441208012
clf_7_348_48_2_False_Baseline_Intercept_0_nohp,clf,7,348,48,2,False,Baseline,Intercept,0,nohp,0.0022497177124023,True,0.5057471264367817,0.5466148723640399,0.5201149425287356,0.5458222904170735
clf_7_348_48_2_False_GLM_Ridge_0_nohp,clf,7,348,48,2,False,GLM,Ridge,0,nohp,0.0977659225463867,True,0.9310344827586207,0.9789123196448392,1.0,1.0
clf_7_348_48_2_False_GLM_LinearRidge_0_nohp,clf,7,348,48,2,False,GLM,LinearRidge,0,nohp,0.0055670738220214,True,0.9425287356321839,0.9889012208657048,0.9626436781609196,0.998256381643186
clf_7_348_48_2_False_GLM_Lasso_0_nohp,clf,7,348,48,2,False,GLM,Lasso,0,nohp,0.1764814853668213,True,0.9425287356321839,0.9872364039955605,0.9798850574712644,0.9983261263774584
clf_7_348_48_2_False_GLM_Enet_0_nohp,clf,7,348,48,2,False,GLM,Enet,0,nohp,1.817099332809448,True,0.9425287356321839,0.9833518312985571,0.9913793103448276,0.9997907657971823
clf_7_348_48_2_False_QDA_QDA_0_nohp,clf,7,348,48,2,False,QDA,QDA,0,nohp,0.0051088333129882,True,0.896551724137931,0.904550499445061,0.9568965517241379,0.9850397544985353
clf_7_348_48_2_False_TREE_CART_0_nohp,clf,7,348,48,2,False,TREE,CART,0,nohp,0.0033693313598632,True,0.9310344827586207,0.9381243063263042,1.0,1.0
clf_7_348_48_2_False_TREE_XCART_0_nohp,clf,7,348,48,2,False,TREE,XCART,0,nohp,0.0030064582824707,True,0.9080459770114943,0.9192563817980023,1.0,1.0
clf_7_348_48_2_False_RF_XRF_0_nohp,clf,7,348,48,2,False,RF,XRF,0,nohp,0.1106810569763183,True,0.9425287356321839,0.9750277469478357,1.0,1.0
clf_7_348_48_2_False_GBDT_xgb_sklearn_0_nohp,clf,7,348,48,2,False,GBDT,xgb_sklearn,0,nohp,0.0912704467773437,True,0.9425287356321839,0.9858490566037736,1.0,1.0
clf_7_348_48_2_False_GBDT_ADABoost_0_nohp,clf,7,348,48,2,False,GBDT,ADABoost,0,nohp,0.0980572700500488,True,0.9540229885057471,0.9877913429522753,0.9885057471264368,0.9997210210629097
clf_7_348_48_2_False_NN_MLP_sklearn_0_nohp,clf,7,348,48,2,False,NN,MLP_sklearn,0,nohp,0.3223533630371094,True,0.9425287356321839,0.9733629300776915,1.0,1.0
clf_7_348_48_2_False_RF_RF_0_nohp,clf,7,348,48,2,False,RF,RF,0,nohp,0.1418526172637939,True,0.9425287356321839,0.982519422863485,1.0,1.0
clf_7_348_48_2_False_GBDT_XGBoost_0_nohp,clf,7,348,48,2,False,GBDT,XGBoost,0,nohp,0.0521190166473388,True,0.9310344827586207,0.9872364039955605,1.0,1.0
clf_7_348_48_2_False_GBDT_LGBM_0_nohp,clf,7,348,48,2,False,GBDT,LGBM,0,nohp,0.0277798175811767,True,0.9425287356321839,0.9850166481687015,1.0,1.0
clf_7_348_48_2_False_mlrnet_mlrnetfast_0_nohp,clf,7,348,48,2,False,mlrnet,mlrnetfast,0,nohp,1.1890482902526855,True,0.9195402298850575,0.9716981132075472,0.985632183908046,0.9995815315943647
clf_7_348_48_2_False_NN_regularnetfast_0_nohp,clf,7,348,48,2,False,NN,regularnetfast,0,nohp,1.049490213394165,True,0.9310344827586207,0.983906770255272,0.9827586206896551,0.9994420421258194
clf_7_348_48_3_False_Baseline_Intercept_0_nohp,clf,7,348,48,3,False,Baseline,Intercept,0,nohp,0.0022428035736083,True,0.5287356321839081,0.5696448390677026,0.5028735632183908,0.5099037522667039
clf_7_348_48_3_False_GLM_Ridge_0_nohp,clf,7,348,48,3,False,GLM,Ridge,0,nohp,0.1007804870605468,True,0.9655172413793104,0.9966703662597115,0.9885057471264368,0.9997210210629097
clf_7_348_48_3_False_GLM_LinearRidge_0_nohp,clf,7,348,48,3,False,GLM,LinearRidge,0,nohp,0.0051453113555908,True,0.9885057471264368,0.9994450610432852,0.9482758620689655,0.996408146184963
clf_7_348_48_3_False_GLM_Lasso_0_nohp,clf,7,348,48,3,False,GLM,Lasso,0,nohp,0.2752251625061035,True,1.0,1.0,0.9712643678160919,0.9969312316920073
clf_7_348_48_3_False_GLM_Enet_0_nohp,clf,7,348,48,3,False,GLM,Enet,0,nohp,1.803816318511963,True,1.0,1.0,0.9741379310344828,0.9969661040591435
clf_7_348_48_3_False_QDA_QDA_0_nohp,clf,7,348,48,3,False,QDA,QDA,0,nohp,0.004737377166748,True,0.9310344827586207,0.9303551609322975,0.9310344827586207,0.9664876551820337
clf_7_348_48_3_False_TREE_CART_0_nohp,clf,7,348,48,3,False,TREE,CART,0,nohp,0.0032596588134765,True,0.9425287356321839,0.9422863485016648,1.0,1.0
clf_7_348_48_3_False_TREE_XCART_0_nohp,clf,7,348,48,3,False,TREE,XCART,0,nohp,0.0029058456420898,True,0.896551724137931,0.8781908990011098,1.0,1.0
clf_7_348_48_3_False_RF_XRF_0_nohp,clf,7,348,48,3,False,RF,XRF,0,nohp,0.1581041812896728,True,1.0,1.0,1.0,1.0
clf_7_348_48_3_False_GBDT_xgb_sklearn_0_nohp,clf,7,348,48,3,False,GBDT,xgb_sklearn,0,nohp,0.0835304260253906,True,1.0,1.0,0.9971264367816092,1.0
clf_7_348_48_3_False_GBDT_ADABoost_0_nohp,clf,7,348,48,3,False,GBDT,ADABoost,0,nohp,0.0912768840789794,True,1.0,1.0,0.9770114942528736,0.9989015204352071
clf_7_348_48_3_False_NN_MLP_sklearn_0_nohp,clf,7,348,48,3,False,NN,MLP_sklearn,0,nohp,0.2898023128509521,True,0.9770114942528736,0.9961154273029967,1.0,1.0
clf_7_348_48_3_False_RF_RF_0_nohp,clf,7,348,48,3,False,RF,RF,0,nohp,0.1346781253814697,True,1.0,1.0,1.0,1.0
clf_7_348_48_3_False_GBDT_XGBoost_0_nohp,clf,7,348,48,3,False,GBDT,XGBoost,0,nohp,0.0577683448791503,True,0.9885057471264368,0.9994450610432852,1.0,1.0
clf_7_348_48_3_False_GBDT_LGBM_0_nohp,clf,7,348,48,3,False,GBDT,LGBM,0,nohp,0.0277276039123535,True,1.0,1.0,1.0,0.9999999999999999
clf_7_348_48_3_False_mlrnet_mlrnetfast_0_nohp,clf,7,348,48,3,False,mlrnet,mlrnetfast,0,nohp,1.125274658203125,True,0.9655172413793104,0.9966703662597114,0.9597701149425287,0.9918398660901102
clf_7_348_48_3_False_NN_regularnetfast_0_nohp,clf,7,348,48,3,False,NN,regularnetfast,0,nohp,1.0558922290802002,True,0.9885057471264368,0.9994450610432852,0.9885057471264368,0.9990235737201841
clf_7_348_48_4_False_Baseline_Intercept_0_nohp,clf,7,348,48,4,False,Baseline,Intercept,0,nohp,0.0022377967834472,True,0.5172413793103449,0.5369318181818182,0.5632183908045977,0.48071587125416204
clf_7_348_48_4_False_GLM_Ridge_0_nohp,clf,7,348,48,4,False,GLM,Ridge,0,nohp,0.1024074554443359,True,0.9885057471264368,0.9943181818181819,0.9770114942528736,0.9988554384017758
clf_7_348_48_4_False_GLM_LinearRidge_0_nohp,clf,7,348,48,4,False,GLM,LinearRidge,0,nohp,0.0051379203796386,True,0.9770114942528736,0.9960227272727272,0.9540229885057471,0.9968437846836847
clf_7_348_48_4_False_GLM_Lasso_0_nohp,clf,7,348,48,4,False,GLM,Lasso,0,nohp,0.2979326248168945,True,0.9885057471264368,0.9934659090909091,0.9683908045977011,0.9976241675915649
clf_7_348_48_4_False_GLM_Enet_0_nohp,clf,7,348,48,4,False,GLM,Enet,0,nohp,1.797206163406372,True,0.9885057471264368,0.9960227272727273,0.9741379310344828,0.9982831576026636
clf_7_348_48_4_False_QDA_QDA_0_nohp,clf,7,348,48,4,False,QDA,QDA,0,nohp,0.0043952465057373,True,0.9310344827586207,0.9269886363636364,0.9626436781609196,0.9775076304106548
clf_7_348_48_4_False_TREE_CART_0_nohp,clf,7,348,48,4,False,TREE,CART,0,nohp,0.003251314163208,True,0.9655172413793104,0.959659090909091,1.0,1.0
clf_7_348_48_4_False_TREE_XCART_0_nohp,clf,7,348,48,4,False,TREE,XCART,0,nohp,0.0027894973754882,True,0.9770114942528736,0.9752840909090909,1.0,1.0
clf_7_348_48_4_False_RF_XRF_0_nohp,clf,7,348,48,4,False,RF,XRF,0,nohp,0.1109883785247802,True,0.9885057471264368,0.9954545454545455,1.0,1.0
clf_7_348_48_4_False_GBDT_xgb_sklearn_0_nohp,clf,7,348,48,4,False,GBDT,xgb_sklearn,0,nohp,0.0844838619232177,True,0.9885057471264368,0.99375,1.0,1.0
clf_7_348_48_4_False_GBDT_ADABoost_0_nohp,clf,7,348,48,4,False,GBDT,ADABoost,0,nohp,0.0915703773498535,True,0.9770114942528736,0.9948863636363636,0.9770114942528736,0.9991675915649278
clf_7_348_48_4_False_NN_MLP_sklearn_0_nohp,clf,7,348,48,4,False,NN,MLP_sklearn,0,nohp,0.3194046020507812,True,0.9885057471264368,0.9960227272727272,1.0,1.0
clf_7_348_48_4_False_RF_RF_0_nohp,clf,7,348,48,4,False,RF,RF,0,nohp,0.139827013015747,True,0.9885057471264368,0.9960227272727272,1.0,1.0
clf_7_348_48_4_False_GBDT_XGBoost_0_nohp,clf,7,348,48,4,False,GBDT,XGBoost,0,nohp,0.0552096366882324,True,0.9770114942528736,0.9897727272727272,0.9971264367816092,0.9999999999999999
clf_7_348_48_4_False_GBDT_LGBM_0_nohp,clf,7,348,48,4,False,GBDT,LGBM,0,nohp,0.0273630619049072,True,0.9885057471264368,0.9897727272727272,1.0,1.0
clf_7_348_48_4_False_mlrnet_mlrnetfast_0_nohp,clf,7,348,48,4,False,mlrnet,mlrnetfast,0,nohp,1.1710996627807615,True,0.9655172413793104,0.99375,0.9770114942528736,0.9983698668146505
clf_7_348_48_4_False_NN_regularnetfast_0_nohp,clf,7,348,48,4,False,NN,regularnetfast,0,nohp,1.0295588970184326,True,0.9540229885057471,0.9926136363636363,0.9741379310344828,0.9988554384017758
clf_7_348_48_5_False_Baseline_Intercept_0_nohp,clf,7,348,48,5,False,Baseline,Intercept,0,nohp,0.0022518634796142,True,0.41379310344827586,0.5077691453940065,0.5201149425287356,0.5108453061793834
clf_7_348_48_5_False_GLM_Ridge_0_nohp,clf,7,348,48,5,False,GLM,Ridge,0,nohp,0.086639404296875,True,0.9195402298850575,0.9833518312985572,0.9885057471264368,0.9997210210629097
clf_7_348_48_5_False_GLM_LinearRidge_0_nohp,clf,7,348,48,5,False,GLM,LinearRidge,0,nohp,0.0050392150878906,True,0.9310344827586207,0.9866814650388457,0.9683908045977011,0.9984307434788674
clf_7_348_48_5_False_GLM_Lasso_0_nohp,clf,7,348,48,5,False,GLM,Lasso,0,nohp,0.1360359191894531,True,0.9310344827586207,0.9619866814650389,0.9626436781609196,0.9861033616961918
clf_7_348_48_5_False_GLM_Enet_0_nohp,clf,7,348,48,5,False,GLM,Enet,0,nohp,1.7930707931518557,True,0.9425287356321839,0.9889012208657048,0.9885057471264368,0.9990584460873204
clf_7_348_48_5_False_QDA_QDA_0_nohp,clf,7,348,48,5,False,QDA,QDA,0,nohp,0.0049901008605957,True,0.9080459770114943,0.908157602663707,0.9137931034482759,0.9382410378016459
clf_7_348_48_5_False_TREE_CART_0_nohp,clf,7,348,48,5,False,TREE,CART,0,nohp,0.0033156871795654,True,0.9080459770114943,0.892896781354051,1.0,1.0
clf_7_348_48_5_False_TREE_XCART_0_nohp,clf,7,348,48,5,False,TREE,XCART,0,nohp,0.0026812553405761,True,0.9195402298850575,0.9128745837957825,1.0,1.0
clf_7_348_48_5_False_RF_XRF_0_nohp,clf,7,348,48,5,False,RF,XRF,0,nohp,0.1102228164672851,True,0.9425287356321839,0.9750277469478358,1.0,1.0
clf_7_348_48_5_False_GBDT_xgb_sklearn_0_nohp,clf,7,348,48,5,False,GBDT,xgb_sklearn,0,nohp,0.0875439643859863,True,0.9425287356321839,0.9794672586015538,1.0,1.0
clf_7_348_48_5_False_GBDT_ADABoost_0_nohp,clf,7,348,48,5,False,GBDT,ADABoost,0,nohp,0.0960733890533447,True,0.9540229885057471,0.9855715871254161,0.9942528735632183,0.999895382898591
clf_7_348_48_5_False_NN_MLP_sklearn_0_nohp,clf,7,348,48,5,False,NN,MLP_sklearn,0,nohp,0.3116679191589355,True,0.9425287356321839,0.9827968923418424,1.0,1.0
clf_7_348_48_5_False_RF_RF_0_nohp,clf,7,348,48,5,False,RF,RF,0,nohp,0.1361880302429199,True,0.9310344827586207,0.9758601553829079,1.0,1.0
clf_7_348_48_5_False_GBDT_XGBoost_0_nohp,clf,7,348,48,5,False,GBDT,XGBoost,0,nohp,0.0511057376861572,True,0.9425287356321839,0.9889012208657049,1.0,1.0
clf_7_348_48_5_False_GBDT_LGBM_0_nohp,clf,7,348,48,5,False,GBDT,LGBM,0,nohp,0.0277342796325683,True,0.9425287356321839,0.9877913429522752,1.0,1.0
