id,task,dataset,n,p,dataset_seed,strat,category,method,method_seed,HPs,time,success,ACC,AUC,ACCtrain,AUCtrain
clf_0_111_13_0_False_Baseline_Intercept_0_nohp,clf,0,111,13,0,False,Baseline,Intercept,0,nohp,0.1841368675231933,True,0.8571428571428571,0.46153846153846156,0.8288288288288288,0.4955445544554456
clf_0_111_13_0_False_GLM_Ridge_0_nohp,clf,0,111,13,0,False,GLM,Ridge,0,nohp,0.0326735973358154,True,0.9285714285714286,0.18269230769230768,0.918918918918919,0.7534653465346535
clf_0_111_13_0_False_GLM_LinearRidge_0_nohp,clf,0,111,13,0,False,GLM,LinearRidge,0,nohp,0.0164029598236084,True,0.9285714285714286,0.16346153846153846,0.918918918918919,0.7613861386138614
clf_0_111_13_0_False_GLM_Lasso_0_nohp,clf,0,111,13,0,False,GLM,Lasso,0,nohp,0.179905891418457,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_0_False_GLM_Enet_0_nohp,clf,0,111,13,0,False,GLM,Enet,0,nohp,0.2217082977294922,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_0_False_QDA_QDA_0_nohp,clf,0,111,13,0,False,QDA,QDA,0,nohp,0.0050859451293945,True,0.9285714285714286,0.40384615384615385,0.9279279279279279,0.8326732673267327
clf_0_111_13_0_False_TREE_CART_0_nohp,clf,0,111,13,0,False,TREE,CART,0,nohp,0.0028963088989257,True,0.8928571428571429,0.34615384615384615,0.9369369369369369,0.9386138613861387
clf_0_111_13_0_False_TREE_XCART_0_nohp,clf,0,111,13,0,False,TREE,XCART,0,nohp,0.0023119449615478,True,0.9285714285714286,0.3653846153846154,0.9369369369369369,0.9386138613861387
clf_0_111_13_0_False_RF_XRF_0_nohp,clf,0,111,13,0,False,RF,XRF,0,nohp,0.0932600498199462,True,0.9285714285714286,0.40384615384615385,0.9369369369369369,0.9386138613861387
clf_0_111_13_0_False_GBDT_xgb_sklearn_0_nohp,clf,0,111,13,0,False,GBDT,xgb_sklearn,0,nohp,0.0372939109802246,True,0.8928571428571429,0.04807692307692307,0.9369369369369369,0.9386138613861387
clf_0_111_13_0_False_GBDT_ADABoost_0_nohp,clf,0,111,13,0,False,GBDT,ADABoost,0,nohp,0.0681817531585693,True,0.8928571428571429,0.16346153846153846,0.9099099099099099,0.788118811881188
clf_0_111_13_0_False_NN_MLP_sklearn_0_nohp,clf,0,111,13,0,False,NN,MLP_sklearn,0,nohp,0.1113474369049072,True,0.9285714285714286,0.3557692307692307,0.9279279279279279,0.9247524752475247
clf_0_111_13_0_False_RF_RF_0_nohp,clf,0,111,13,0,False,RF,RF,0,nohp,0.1154563426971435,True,0.9285714285714286,0.2980769230769231,0.9369369369369369,0.9386138613861386
clf_0_111_13_0_False_GBDT_XGBoost_0_nohp,clf,0,111,13,0,False,GBDT,XGBoost,0,nohp,0.0579028129577636,True,0.9285714285714286,0.4519230769230769,0.9279279279279279,0.8871287128712871
clf_0_111_13_0_False_GBDT_LGBM_0_nohp,clf,0,111,13,0,False,GBDT,LGBM,0,nohp,0.035428762435913,True,0.9285714285714286,0.3557692307692307,0.9099099099099099,0.7737623762376238
clf_0_111_13_0_False_mlrnet_mlrnetfast_0_nohp,clf,0,111,13,0,False,mlrnet,mlrnetfast,0,nohp,6.5693652629852295,True,0.9285714285714286,0.2596153846153846,0.9279279279279279,0.901980198019802
clf_0_111_13_0_False_NN_regularnetfast_0_nohp,clf,0,111,13,0,False,NN,regularnetfast,0,nohp,1.012722730636597,True,0.9285714285714286,0.22115384615384612,0.9279279279279279,0.9198019801980198
clf_0_111_13_1_False_Baseline_Intercept_0_nohp,clf,0,111,13,1,False,Baseline,Intercept,0,nohp,0.0021719932556152,True,0.8928571428571429,0.4807692307692308,0.8198198198198198,0.4306930693069307
clf_0_111_13_1_False_GLM_Ridge_0_nohp,clf,0,111,13,1,False,GLM,Ridge,0,nohp,0.0330579280853271,True,0.9285714285714286,0.3846153846153846,0.918918918918919,0.6410891089108911
clf_0_111_13_1_False_GLM_LinearRidge_0_nohp,clf,0,111,13,1,False,GLM,LinearRidge,0,nohp,0.0096731185913085,True,0.9285714285714286,0.5,0.918918918918919,0.7351485148514852
clf_0_111_13_1_False_GLM_Lasso_0_nohp,clf,0,111,13,1,False,GLM,Lasso,0,nohp,0.1635162830352783,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_1_False_GLM_Enet_0_nohp,clf,0,111,13,1,False,GLM,Enet,0,nohp,0.2274644374847412,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_1_False_QDA_QDA_0_nohp,clf,0,111,13,1,False,QDA,QDA,0,nohp,0.0038168430328369,True,0.8571428571428571,0.5480769230769231,0.7927927927927928,0.8381188118811881
clf_0_111_13_1_False_TREE_CART_0_nohp,clf,0,111,13,1,False,TREE,CART,0,nohp,0.0030868053436279,True,0.9285714285714286,0.673076923076923,0.9459459459459459,0.944059405940594
clf_0_111_13_1_False_TREE_XCART_0_nohp,clf,0,111,13,1,False,TREE,XCART,0,nohp,0.0026443004608154,True,0.8571428571428571,0.6153846153846154,0.9459459459459459,0.944059405940594
clf_0_111_13_1_False_RF_XRF_0_nohp,clf,0,111,13,1,False,RF,XRF,0,nohp,0.0977029800415039,True,0.9285714285714286,0.6057692307692307,0.9459459459459459,0.944059405940594
clf_0_111_13_1_False_GBDT_xgb_sklearn_0_nohp,clf,0,111,13,1,False,GBDT,xgb_sklearn,0,nohp,0.0396373271942138,True,0.9285714285714286,0.7115384615384616,0.9459459459459459,0.9282178217821783
clf_0_111_13_1_False_GBDT_ADABoost_0_nohp,clf,0,111,13,1,False,GBDT,ADABoost,0,nohp,0.0759000778198242,True,0.9285714285714286,0.5769230769230769,0.9099099099099099,0.753960396039604
clf_0_111_13_1_False_NN_MLP_sklearn_0_nohp,clf,0,111,13,1,False,NN,MLP_sklearn,0,nohp,0.1283764839172363,True,0.9285714285714286,0.6923076923076923,0.9279279279279279,0.9094059405940593
clf_0_111_13_1_False_RF_RF_0_nohp,clf,0,111,13,1,False,RF,RF,0,nohp,0.1275429725646972,True,0.9285714285714286,0.5576923076923077,0.9459459459459459,0.944059405940594
clf_0_111_13_1_False_GBDT_XGBoost_0_nohp,clf,0,111,13,1,False,GBDT,XGBoost,0,nohp,0.0210969448089599,True,0.9285714285714286,0.6153846153846154,0.9369369369369369,0.8717821782178218
clf_0_111_13_1_False_GBDT_LGBM_0_nohp,clf,0,111,13,1,False,GBDT,LGBM,0,nohp,0.0095360279083251,True,0.9285714285714286,0.5384615384615384,0.9099099099099099,0.792079207920792
clf_0_111_13_1_False_mlrnet_mlrnetfast_0_nohp,clf,0,111,13,1,False,mlrnet,mlrnetfast,0,nohp,1.3547675609588623,True,0.9285714285714286,0.6538461538461539,0.9369369369369369,0.9400990099009902
clf_0_111_13_1_False_NN_regularnetfast_0_nohp,clf,0,111,13,1,False,NN,regularnetfast,0,nohp,0.982818365097046,True,0.9285714285714286,0.5384615384615384,0.9369369369369369,0.9202970297029703
clf_0_111_13_2_False_Baseline_Intercept_0_nohp,clf,0,111,13,2,False,Baseline,Intercept,0,nohp,0.0019741058349609,True,0.75,0.5,0.8198198198198198,0.6252475247524752
clf_0_111_13_2_False_GLM_Ridge_0_nohp,clf,0,111,13,2,False,GLM,Ridge,0,nohp,0.0295290946960449,True,0.9285714285714286,0.423076923076923,0.918918918918919,0.7133663366336634
clf_0_111_13_2_False_GLM_LinearRidge_0_nohp,clf,0,111,13,2,False,GLM,LinearRidge,0,nohp,0.0036427974700927,True,0.9285714285714286,0.25,0.918918918918919,0.75
clf_0_111_13_2_False_GLM_Lasso_0_nohp,clf,0,111,13,2,False,GLM,Lasso,0,nohp,0.1575603485107422,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_2_False_GLM_Enet_0_nohp,clf,0,111,13,2,False,GLM,Enet,0,nohp,0.225095510482788,True,0.9285714285714286,0.5,0.9099099099099099,0.5
clf_0_111_13_2_False_QDA_QDA_0_nohp,clf,0,111,13,2,False,QDA,QDA,0,nohp,0.0030028820037841,True,0.9285714285714286,0.5,0.918918918918919,0.55
clf_0_111_13_2_False_TREE_CART_0_nohp,clf,0,111,13,2,False,TREE,CART,0,nohp,0.0027136802673339,True,0.9285714285714286,0.3846153846153846,0.9369369369369369,0.9440594059405941
